,lat,lon
2632,64.24,12.55
2633,64.24,12.72
2634,64.24,12.89
2635,64.24,13.05
2636,64.24,13.22
2637,64.24,13.39
2638,64.24,13.56
2639,64.24,13.73
2640,64.24,13.9
2641,64.33,10.7
2642,64.33,10.87
2643,64.33,11.03
2644,64.33,11.2
2645,64.33,11.37
2646,64.33,11.54
2647,64.33,11.71
2648,64.33,11.88
2649,64.33,12.04
2650,64.33,12.21
2651,64.33,12.38
2652,64.33,12.55
2653,64.33,12.72
2654,64.33,12.89
2655,64.33,13.05
2656,64.33,13.22
2657,64.33,13.39
2658,64.33,13.56
2659,64.33,13.73
2660,64.33,13.9
2661,64.41,10.87
2662,64.41,11.03
2663,64.41,11.2
2664,64.41,11.37
2665,64.41,11.54
2666,64.41,11.71
2667,64.41,11.88
2668,64.41,12.04
2669,64.41,12.21
2670,64.41,12.38
2671,64.41,12.55
2672,64.41,12.72
2673,64.41,12.89
2674,64.41,13.05
2675,64.41,13.22
2676,64.41,13.39
2677,64.41,13.56
2678,64.41,13.73
2679,64.41,13.9
2680,64.49,11.03
2681,64.49,11.2
2682,64.49,11.37
2683,64.49,11.54
2684,64.49,11.71
2685,64.49,11.88
2686,64.49,12.04
2687,64.49,12.21
2688,64.49,12.38
2689,64.49,12.55
2690,64.49,12.72
2691,64.49,12.89
2692,64.49,13.05
2693,64.49,13.22
2694,64.49,13.39
2695,64.49,13.56
2696,64.49,13.73
2697,64.49,13.9
2698,64.49,14.06
2699,64.57,11.2
2700,64.57,11.37
2701,64.57,11.54
2702,64.57,11.71
2703,64.57,11.88
2704,64.57,12.04
2705,64.57,12.21
2706,64.57,12.38
2707,64.57,12.55
2708,64.57,12.72
2709,64.57,12.89
2710,64.57,13.05
2711,64.57,13.22
2712,64.57,13.39
2713,64.57,13.56
2714,64.57,13.73
2715,64.57,13.9
2716,64.57,14.06
2717,64.65,11.37
2718,64.65,11.54
2719,64.65,11.71
2720,64.65,11.88
2721,64.65,12.04
2722,64.65,12.21
2723,64.65,12.38
2724,64.65,12.55
2725,64.65,12.72
2726,64.65,12.89
2727,64.65,13.05
2728,64.65,13.22
2729,64.65,13.39
2730,64.65,13.56
2731,64.65,13.73
2732,64.65,13.9
2733,64.65,14.06
2734,64.73,11.54
2735,64.73,11.71
2736,64.73,11.88
2737,64.73,12.04
2738,64.73,12.21
2739,64.73,12.38
2740,64.73,12.55
2741,64.73,12.72
2742,64.73,12.89
2743,64.73,13.05
2744,64.73,13.22
2745,64.73,13.39
2746,64.73,13.56
2747,64.73,13.73
2748,64.73,13.9
2749,64.73,14.06
2750,64.81,11.54
2751,64.81,11.71
2752,64.81,11.88
2753,64.81,12.04
2754,64.81,12.21
2755,64.81,12.38
2756,64.81,12.55
2757,64.81,12.72
2758,64.81,12.89
2759,64.81,13.05
2760,64.81,13.22
2761,64.81,13.39
2762,64.81,13.56
2763,64.81,13.73
2764,64.81,13.9
2765,64.81,14.06
2766,64.81,14.23
2767,64.9,11.71
2768,64.9,11.88
2769,64.9,12.04
2770,64.9,12.21
2771,64.9,12.38
2772,64.9,12.55
2773,64.9,12.72
2774,64.9,12.89
2775,64.9,13.05
2776,64.9,13.22
2777,64.9,13.39
2778,64.9,13.56
2779,64.9,13.73
2780,64.9,13.9
2781,64.9,14.06
2782,64.9,14.23
2783,64.98,11.71
2784,64.98,11.88
2785,64.98,12.04
2786,64.98,12.21
2787,64.98,12.38
2788,64.98,12.55
2789,64.98,12.72
2790,64.98,12.89
2791,64.98,13.05
2792,64.98,13.22
2793,64.98,13.39
2794,64.98,13.56
2795,64.98,13.73
2796,64.98,13.9
2797,64.98,14.06
2798,64.98,14.23
2799,65.06,11.88
2800,65.06,12.04
2801,65.06,12.21
2802,65.06,12.38
2803,65.06,12.55
2804,65.06,12.72
2805,65.06,12.89
2806,65.06,13.05
2807,65.06,13.22
2808,65.06,13.39
2809,65.06,13.56
2810,65.06,13.73
2811,65.06,13.9
2812,65.06,14.06
2813,65.06,14.23
2814,65.06,14.4
2815,65.14,11.88
2816,65.14,12.04
2817,65.14,12.21
2818,65.14,12.38
2819,65.14,12.55
2820,65.14,12.72
2821,65.14,12.89
2822,65.14,13.05
2823,65.14,13.22
2824,65.14,13.39
2825,65.14,13.56
2826,65.14,13.73
2827,65.14,13.9
2828,65.14,14.06
2829,65.14,14.23
2830,65.14,14.4
2831,65.22,11.88
2832,65.22,12.04
2833,65.22,12.21
2834,65.22,12.38
2835,65.22,12.55
2836,65.22,12.72
2837,65.22,12.89
2838,65.22,13.05
2839,65.22,13.22
2840,65.22,13.39
2841,65.22,13.56
2842,65.22,13.73
2843,65.22,13.9
2844,65.22,14.06
2845,65.22,14.23
2846,65.22,14.4
2847,65.3,12.04
2848,65.3,12.21
2849,65.3,12.38
2850,65.3,12.55
2851,65.3,12.72
2852,65.3,12.89
2853,65.3,13.05
2854,65.3,13.22
2855,65.3,13.39
2856,65.3,13.56
2857,65.3,13.73
2858,65.3,13.9
2859,65.3,14.06
2860,65.3,14.23
2861,65.3,14.4
2862,65.38,12.04
2863,65.38,12.21
2864,65.38,12.38
2865,65.38,12.55
2866,65.38,12.72
2867,65.38,12.89
2868,65.38,13.05
2869,65.38,13.22
2870,65.38,13.39
2871,65.38,13.56
2872,65.38,13.73
2873,65.38,13.9
2874,65.38,14.06
2875,65.38,14.23
2876,65.38,14.4
2877,65.38,14.57
2878,65.47,12.21
2879,65.47,12.38
2880,65.47,12.55
2881,65.47,12.72
2882,65.47,12.89
2883,65.47,13.05
2884,65.47,13.22
2885,65.47,13.39
2886,65.47,13.56
2887,65.47,13.73
2888,65.47,13.9
2889,65.47,14.06
2890,65.47,14.23
2891,65.47,14.4
2892,65.47,14.57
2893,65.55,12.21
2894,65.55,12.38
2895,65.55,12.55
2896,65.55,12.72
2897,65.55,12.89
2898,65.55,13.05
2899,65.55,13.22
2900,65.55,13.39
2901,65.55,13.56
2902,65.55,13.73
2903,65.55,13.9
2904,65.55,14.06
2905,65.55,14.23
2906,65.55,14.4
2907,65.55,14.57
2908,65.63,12.21
2909,65.63,12.38
2910,65.63,12.55
2911,65.63,12.72
2912,65.63,12.89
2913,65.63,13.05
2914,65.63,13.22
2915,65.63,13.39
2916,65.63,13.56
2917,65.63,13.73
2918,65.63,13.9
2919,65.63,14.06
2920,65.63,14.23
2921,65.63,14.4
2922,65.63,14.57
2923,65.63,14.74
2924,65.71,12.38
2925,65.71,12.55
2926,65.71,12.72
2927,65.71,12.89
2928,65.71,13.05
2929,65.71,13.22
2930,65.71,13.39
2931,65.71,13.56
2932,65.71,13.73
2933,65.71,13.9
2934,65.71,14.06
2935,65.71,14.23
2936,65.71,14.4
2937,65.71,14.57
2938,65.71,14.74
2939,65.79,12.38
2940,65.79,12.55
2941,65.79,12.72
2942,65.79,12.89
2943,65.79,13.05
2944,65.79,13.22
2945,65.79,13.39
2946,65.79,13.56
2947,65.79,13.73
2948,65.79,13.9
2949,65.79,14.06
2950,65.79,14.23
2951,65.79,14.4
2952,65.79,14.57
2953,65.79,14.74
2954,65.87,12.55
2955,65.87,12.72
2956,65.87,12.89
2957,65.87,13.05
2958,65.87,13.22
2959,65.87,13.39
2960,65.87,13.56
2961,65.87,13.73
2962,65.87,13.9
2963,65.87,14.06
2964,65.87,14.23
2965,65.87,14.4
2966,65.87,14.57
2967,65.87,14.74
2968,65.95,12.55
2969,65.95,12.72
2970,65.95,12.89
2971,65.95,13.05
2972,65.95,13.22
2973,65.95,13.39
2974,65.95,13.56
2975,65.95,13.73
2976,65.95,13.9
2977,65.95,14.06
2978,65.95,14.23
2979,65.95,14.4
2980,65.95,14.57
2981,65.95,14.74
2982,65.95,14.91
2983,66.04,12.55
2984,66.04,12.72
2985,66.04,12.89
2986,66.04,13.05
2987,66.04,13.22
2988,66.04,13.39
2989,66.04,13.56
2990,66.04,13.73
2991,66.04,13.9
2992,66.04,14.06
2993,66.04,14.23
2994,66.04,14.4
2995,66.04,14.57
2996,66.04,14.74
2997,66.04,14.91
2998,66.12,12.72
2999,66.12,12.89
3000,66.12,13.05
3001,66.12,13.22
3002,66.12,13.39
3003,66.12,13.56
3004,66.12,13.73
3005,66.12,13.9
3006,66.12,14.06
3007,66.12,14.23
3008,66.12,14.4
3009,66.12,14.57
3010,66.12,14.74
3011,66.12,14.91
3012,66.12,15.07
3013,66.2,12.72
3014,66.2,12.89
3015,66.2,13.05
3016,66.2,13.22
3017,66.2,13.39
3018,66.2,13.56
3019,66.2,13.73
3020,66.2,13.9
3021,66.2,14.06
3022,66.2,14.23
3023,66.2,14.4
3024,66.2,14.57
3025,66.2,14.74
3026,66.2,14.91
3027,66.2,15.07
3028,66.28,12.89
3029,66.28,13.05
3030,66.28,13.22
3031,66.28,13.39
3032,66.28,13.56
3033,66.28,13.73
3034,66.28,13.9
3035,66.28,14.06
3036,66.28,14.23
3037,66.28,14.4
3038,66.28,14.57
3039,66.28,14.74
3040,66.28,14.91
3041,66.28,15.07
3042,66.28,15.24
3043,66.36,12.89
3044,66.36,13.05
3045,66.36,13.22
3046,66.36,13.39
3047,66.36,13.56
3048,66.36,13.73
3049,66.36,13.9
3050,66.36,14.06
3051,66.36,14.23
3052,66.36,14.4
3053,66.36,14.57
3054,66.36,14.74
3055,66.36,14.91
3056,66.36,15.07
3057,66.36,15.24
3058,66.36,15.41
3059,66.44,13.05
3060,66.44,13.22
3061,66.44,13.39
3062,66.44,13.56
3063,66.44,13.73
3064,66.44,13.9
3065,66.44,14.06
3066,66.44,14.23
3067,66.44,14.4
3068,66.44,14.57
3069,66.44,14.74
3070,66.44,14.91
3071,66.44,15.07
3072,66.44,15.24
3073,66.44,15.41
3074,66.52,13.22
3075,66.52,13.39
3076,66.52,13.56
3077,66.52,13.73
3078,66.52,13.9
3079,66.52,14.06
3080,66.52,14.23
3081,66.52,14.4
3082,66.52,14.57
3083,66.52,14.74
3084,66.52,14.91
3085,66.52,15.07
3086,66.52,15.24
3087,66.52,15.41
3088,66.52,15.58
3089,66.61,13.39
3090,66.61,13.56
3091,66.61,13.73
3092,66.61,13.9
3093,66.61,14.06
3094,66.61,14.23
3095,66.61,14.4
3096,66.61,14.57
3097,66.61,14.74
3098,66.61,14.91
3099,66.61,15.07
3100,66.61,15.24
3101,66.61,15.41
3102,66.61,15.58
3103,66.61,15.75
3104,66.69,13.56
3105,66.69,13.73
3106,66.69,13.9
3107,66.69,14.06
3108,66.69,14.23
3109,66.69,14.4
3110,66.69,14.57
3111,66.69,14.74
3112,66.69,14.91
3113,66.69,15.07
3114,66.69,15.24
3115,66.69,15.41
3116,66.69,15.58
3117,66.69,15.75
3118,66.77,13.73
3119,66.77,13.9
3120,66.77,14.06
3121,66.77,14.23
3122,66.77,14.4
3123,66.77,14.57
3124,66.77,14.74
3125,66.77,14.91
3126,66.77,15.07
3127,66.77,15.24
3128,66.77,15.41
3129,66.77,15.58
3130,66.77,15.75
3131,66.77,15.92
3132,66.85,13.73
3133,66.85,13.9
3134,66.85,14.06
3135,66.85,14.23
3136,66.85,14.4
3137,66.85,14.57
3138,66.85,14.74
3139,66.85,14.91
3140,66.85,15.07
3141,66.85,15.24
3142,66.85,15.41
3143,66.85,15.58
3144,66.85,15.75
3145,66.85,15.92
3146,66.85,16.09
3147,66.93,13.9
3148,66.93,14.06
3149,66.93,14.23
3150,66.93,14.4
3151,66.93,14.57
3152,66.93,14.74
3153,66.93,14.91
3154,66.93,15.07
3155,66.93,15.24
3156,66.93,15.41
3157,66.93,15.58
3158,66.93,15.75
3159,66.93,15.92
3160,66.93,16.09
3161,67.01,14.06
3162,67.01,14.23
3163,67.01,14.4
3164,67.01,14.57
3165,67.01,14.74
3166,67.01,14.91
3167,67.01,15.07
3168,67.01,15.24
3169,67.01,15.41
3170,67.01,15.58
3171,67.01,15.75
3172,67.01,15.92
3173,67.01,16.09
3174,67.01,16.25
3175,67.1,14.23
3176,67.1,14.4
3177,67.1,14.57
3178,67.1,14.74
3179,67.1,14.91
3180,67.1,15.07
3181,67.1,15.24
3182,67.1,15.41
3183,67.1,15.58
3184,67.1,15.75
3185,67.1,15.92
3186,67.1,16.09
3187,67.1,16.25
3188,67.1,16.42
3189,67.18,14.4
3190,67.18,14.57
3191,67.18,14.74
3192,67.18,14.91
3193,67.18,15.07
3194,67.18,15.24
3195,67.18,15.41
3196,67.18,15.58
3197,67.18,15.75
3198,67.18,15.92
3199,67.18,16.09
3200,67.18,16.25
3201,67.18,16.42
3202,67.26,14.57
3203,67.26,14.74
3204,67.26,14.91
3205,67.26,15.07
3206,67.26,15.24
3207,67.26,15.41
3208,67.26,15.58
3209,67.26,15.75
3210,67.26,15.92
3211,67.26,16.09
3212,67.26,16.25
3213,67.26,16.42
3214,67.26,16.59
3215,67.34,14.74
3216,67.34,14.91
3217,67.34,15.07
3218,67.34,15.24
3219,67.34,15.41
3220,67.34,15.58
3221,67.34,15.75
3222,67.34,15.92
3223,67.34,16.09
3224,67.34,16.25
3225,67.34,16.42
3226,67.34,16.59
3227,67.34,16.76
3228,67.42,14.74
3229,67.42,14.91
3230,67.42,15.07
3231,67.42,15.24
3232,67.42,15.41
3233,67.42,15.58
3234,67.42,15.75
3235,67.42,15.92
3236,67.42,16.09
3237,67.42,16.25
3238,67.42,16.42
3239,67.42,16.59
3240,67.42,16.76
3241,67.5,14.91
3242,67.5,15.07
3243,67.5,15.24
3244,67.5,15.41
3245,67.5,15.58
3246,67.5,15.75
3247,67.5,15.92
3248,67.5,16.09
3249,67.5,16.25
3250,67.5,16.42
3251,67.5,16.59
3252,67.5,16.76
3253,67.5,16.93
3254,67.58,15.07
3255,67.58,15.24
3256,67.58,15.41
3257,67.58,15.58
3258,67.58,15.75
3259,67.58,15.92
3260,67.58,16.09
3261,67.58,16.25
3262,67.58,16.42
3263,67.58,16.59
3264,67.58,16.76
3265,67.58,16.93
3266,67.58,17.1
3267,67.67,15.24
3268,67.67,15.41
3269,67.67,15.58
3270,67.67,15.75
3271,67.67,15.92
3272,67.67,16.09
3273,67.67,16.25
3274,67.67,16.42
3275,67.67,16.59
3276,67.67,16.76
3277,67.67,16.93
3278,67.67,17.1
3279,67.75,15.24
3280,67.75,15.41
3281,67.75,15.58
3282,67.75,15.75
3283,67.75,15.92
3284,67.75,16.09
3285,67.75,16.25
3286,67.75,16.42
3287,67.75,16.59
3288,67.75,16.76
3289,67.75,16.93
3290,67.75,17.1
3291,67.75,17.26
3292,67.83,13.05
3293,67.83,15.41
3294,67.83,15.58
3295,67.83,15.75
3296,67.83,15.92
3297,67.83,16.09
3298,67.83,16.25
3299,67.83,16.42
3300,67.83,16.59
3301,67.83,16.76
3302,67.83,16.93
3303,67.83,17.1
3304,67.83,17.26
3305,67.83,17.43
3306,67.91,13.22
3307,67.91,13.39
3308,67.91,13.56
3309,67.91,15.58
3310,67.91,15.75
3311,67.91,15.92
3312,67.91,16.09
3313,67.91,16.25
3314,67.91,16.42
3315,67.91,16.59
3316,67.91,16.76
3317,67.91,16.93
3318,67.91,17.1
3319,67.91,17.26
3320,67.91,17.43
3321,67.99,13.39
3322,67.99,13.56
3323,67.99,13.73
3324,67.99,13.9
3325,67.99,14.06
3326,67.99,14.23
3327,67.99,15.75
3328,67.99,15.92
3329,67.99,16.09
3330,67.99,16.25
3331,67.99,16.42
3332,67.99,16.59
3333,67.99,16.76
3334,67.99,16.93
3335,67.99,17.1
3336,67.99,17.26
3337,67.99,17.43
3338,67.99,17.6
3339,68.07,13.56
3340,68.07,13.73
3341,68.07,13.9
3342,68.07,14.06
3343,68.07,14.23
3344,68.07,14.4
3345,68.07,14.57
3346,68.07,14.74
3347,68.07,15.75
3348,68.07,15.92
3349,68.07,16.09
3350,68.07,16.25
3351,68.07,16.42
3352,68.07,16.59
3353,68.07,16.76
3354,68.07,16.93
3355,68.07,17.1
3356,68.07,17.26
3357,68.07,17.43
3358,68.07,17.6
3359,68.07,17.77
3360,68.15,13.73
3361,68.15,13.9
3362,68.15,14.06
3363,68.15,14.23
3364,68.15,14.4
3365,68.15,14.57
3366,68.15,14.74
3367,68.15,14.91
3368,68.15,15.07
3369,68.15,15.24
3370,68.15,15.92
3371,68.15,16.09
3372,68.15,16.25
3373,68.15,16.42
3374,68.15,16.59
3375,68.15,16.76
3376,68.15,16.93
3377,68.15,17.1
3378,68.15,17.26
3379,68.15,17.43
3380,68.15,17.6
3381,68.15,17.77
3382,68.24,13.9
3383,68.24,14.06
3384,68.24,14.23
3385,68.24,14.4
3386,68.24,14.57
3387,68.24,14.74
3388,68.24,14.91
3389,68.24,15.07
3390,68.24,15.24
3391,68.24,15.41
3392,68.24,15.58
3393,68.24,15.75
3394,68.24,15.92
3395,68.24,16.09
3396,68.24,16.25
3397,68.24,16.42
3398,68.24,16.59
3399,68.24,16.76
3400,68.24,16.93
3401,68.24,17.1
3402,68.24,17.26
3403,68.24,17.43
3404,68.24,17.6
3405,68.24,17.77
3406,68.24,17.94
3407,68.32,14.06
3408,68.32,14.23
3409,68.32,14.4
3410,68.32,14.57
3411,68.32,14.74
3412,68.32,14.91
3413,68.32,15.07
3414,68.32,15.24
3415,68.32,15.41
3416,68.32,15.58
3417,68.32,15.75
3418,68.32,15.92
3419,68.32,16.09
3420,68.32,16.25
3421,68.32,16.42
3422,68.32,16.59
3423,68.32,16.76
3424,68.32,16.93
3425,68.32,17.1
3426,68.32,17.26
3427,68.32,17.43
3428,68.32,17.6
3429,68.32,17.77
3430,68.32,17.94
3431,68.32,18.11
3432,68.4,14.23
3433,68.4,14.4
3434,68.4,14.57
3435,68.4,14.74
3436,68.4,14.91
3437,68.4,15.07
3438,68.4,15.24
3439,68.4,15.41
3440,68.4,15.58
3441,68.4,15.75
3442,68.4,15.92
3443,68.4,16.09
3444,68.4,16.25
3445,68.4,16.42
3446,68.4,16.59
3447,68.4,16.76
3448,68.4,16.93
3449,68.4,17.1
3450,68.4,17.26
3451,68.4,17.43
3452,68.4,17.6
3453,68.4,17.77
3454,68.4,17.94
3455,68.4,18.11
3456,68.48,14.4
3457,68.48,14.57
3458,68.48,14.74
3459,68.48,14.91
3460,68.48,15.07
3461,68.48,15.24
3462,68.48,15.41
3463,68.48,15.58
3464,68.48,15.75
3465,68.48,15.92
3466,68.48,16.09
3467,68.48,16.25
3468,68.48,16.42
3469,68.48,16.59
3470,68.48,16.76
3471,68.48,16.93
3472,68.48,17.1
3473,68.48,17.26
3474,68.48,17.43
3475,68.48,17.6
3476,68.48,17.77
3477,68.48,17.94
3478,68.48,18.11
3479,68.48,18.27
3480,68.48,18.44
3481,68.48,18.61
3482,68.48,18.78
3483,68.48,18.95
3484,68.48,19.12
3485,68.48,19.28
3486,68.48,19.45
3487,68.48,19.62
3488,68.56,14.57
3489,68.56,14.74
3490,68.56,14.91
3491,68.56,15.07
3492,68.56,15.24
3493,68.56,15.41
3494,68.56,15.58
3495,68.56,15.75
3496,68.56,15.92
3497,68.56,16.09
3498,68.56,16.25
3499,68.56,16.42
3500,68.56,16.59
3501,68.56,16.76
3502,68.56,16.93
3503,68.56,17.1
3504,68.56,17.26
3505,68.56,17.43
3506,68.56,17.6
3507,68.56,17.77
3508,68.56,17.94
3509,68.56,18.11
3510,68.56,18.27
3511,68.56,18.44
3512,68.56,18.61
3513,68.56,18.78
3514,68.56,18.95
3515,68.56,19.12
3516,68.56,19.28
3517,68.56,19.45
3518,68.56,19.62
3519,68.56,19.79
3520,68.64,14.74
3521,68.64,14.91
3522,68.64,15.07
3523,68.64,15.24
3524,68.64,15.41
3525,68.64,15.58
3526,68.64,15.75
3527,68.64,15.92
3528,68.64,16.09
3529,68.64,16.25
3530,68.64,16.42
3531,68.64,16.59
3532,68.64,16.76
3533,68.64,16.93
3534,68.64,17.1
3535,68.64,17.26
3536,68.64,17.43
3537,68.64,17.6
3538,68.64,17.77
3539,68.64,17.94
3540,68.64,18.11
3541,68.64,18.27
3542,68.64,18.44
3543,68.64,18.61
3544,68.64,18.78
3545,68.64,18.95
3546,68.64,19.12
3547,68.64,19.28
3548,68.64,19.45
3549,68.64,19.62
3550,68.64,19.79
3551,68.64,19.96
3552,68.64,22.99
3553,68.64,23.16
3554,68.64,23.33
3555,68.64,23.49
3556,68.64,23.66
3557,68.64,23.83
3558,68.64,24.0
3559,68.64,24.17
3560,68.64,24.34
3561,68.64,24.5
3562,68.64,24.67
3563,68.64,24.84
3564,68.64,25.01
3565,68.72,14.91
3566,68.72,15.07
3567,68.72,15.24
3568,68.72,15.41
3569,68.72,15.58
3570,68.72,15.75
3571,68.72,15.92
3572,68.72,16.09
3573,68.72,16.25
3574,68.72,16.42
3575,68.72,16.59
3576,68.72,16.76
3577,68.72,16.93
3578,68.72,17.1
3579,68.72,17.26
3580,68.72,17.43
3581,68.72,17.6
3582,68.72,17.77
3583,68.72,17.94
3584,68.72,18.11
3585,68.72,18.27
3586,68.72,18.44
3587,68.72,18.61
3588,68.72,18.78
3589,68.72,18.95
3590,68.72,19.12
3591,68.72,19.28
3592,68.72,19.45
3593,68.72,19.62
3594,68.72,19.79
3595,68.72,19.96
3596,68.72,20.13
3597,68.72,22.82
3598,68.72,22.99
3599,68.72,23.16
3600,68.72,23.33
3601,68.72,23.49
3602,68.72,23.66
3603,68.72,23.83
3604,68.72,24.0
3605,68.72,24.17
3606,68.72,24.34
3607,68.72,24.5
3608,68.72,24.67
3609,68.72,24.84
3610,68.72,25.01
3611,68.72,25.18
3612,68.81,15.07
3613,68.81,15.24
3614,68.81,15.41
3615,68.81,15.58
3616,68.81,15.75
3617,68.81,15.92
3618,68.81,16.09
3619,68.81,16.25
3620,68.81,16.42
3621,68.81,16.59
3622,68.81,16.76
3623,68.81,16.93
3624,68.81,17.1
3625,68.81,17.26
3626,68.81,17.43
3627,68.81,17.6
3628,68.81,17.77
3629,68.81,17.94
3630,68.81,18.11
3631,68.81,18.27
3632,68.81,18.44
3633,68.81,18.61
3634,68.81,18.78
3635,68.81,18.95
3636,68.81,19.12
3637,68.81,19.28
3638,68.81,19.45
3639,68.81,19.62
3640,68.81,19.79
3641,68.81,19.96
3642,68.81,20.13
3643,68.81,20.29
3644,68.81,22.65
3645,68.81,22.82
3646,68.81,22.99
3647,68.81,23.16
3648,68.81,23.33
3649,68.81,23.49
3650,68.81,23.66
3651,68.81,23.83
3652,68.81,24.0
3653,68.81,24.17
3654,68.81,24.34
3655,68.81,24.5
3656,68.81,24.67
3657,68.81,24.84
3658,68.81,25.01
3659,68.81,25.18
3660,68.89,15.24
3661,68.89,15.41
3662,68.89,15.58
3663,68.89,15.75
3664,68.89,15.92
3665,68.89,16.09
3666,68.89,16.25
3667,68.89,16.42
3668,68.89,16.59
3669,68.89,16.76
3670,68.89,16.93
3671,68.89,17.1
3672,68.89,17.26
3673,68.89,17.43
3674,68.89,17.6
3675,68.89,17.77
3676,68.89,17.94
3677,68.89,18.11
3678,68.89,18.27
3679,68.89,18.44
3680,68.89,18.61
3681,68.89,18.78
3682,68.89,18.95
3683,68.89,19.12
3684,68.89,19.28
3685,68.89,19.45
3686,68.89,19.62
3687,68.89,19.79
3688,68.89,19.96
3689,68.89,20.13
3690,68.89,20.29
3691,68.89,20.46
3692,68.89,22.48
3693,68.89,22.65
3694,68.89,22.82
3695,68.89,22.99
3696,68.89,23.16
3697,68.89,23.33
3698,68.89,23.49
3699,68.89,23.66
3700,68.89,23.83
3701,68.89,24.0
3702,68.89,24.17
3703,68.89,24.34
3704,68.89,24.5
3705,68.89,24.67
3706,68.89,24.84
3707,68.89,25.01
3708,68.89,25.18
3709,68.89,25.35
3710,68.97,15.41
3711,68.97,15.58
3712,68.97,15.75
3713,68.97,15.92
3714,68.97,16.09
3715,68.97,16.25
3716,68.97,16.42
3717,68.97,16.59
3718,68.97,16.76
3719,68.97,17.1
3720,68.97,17.26
3721,68.97,17.43
3722,68.97,17.6
3723,68.97,17.77
3724,68.97,17.94
3725,68.97,18.11
3726,68.97,18.27
3727,68.97,18.44
3728,68.97,18.61
3729,68.97,18.78
3730,68.97,18.95
3731,68.97,19.12
3732,68.97,19.28
3733,68.97,19.45
3734,68.97,19.62
3735,68.97,19.79
3736,68.97,19.96
3737,68.97,20.13
3738,68.97,20.29
3739,68.97,20.46
3740,68.97,20.63
3741,68.97,22.15
3742,68.97,22.32
3743,68.97,22.48
3744,68.97,22.65
3745,68.97,22.82
3746,68.97,22.99
3747,68.97,23.16
3748,68.97,23.33
3749,68.97,23.49
3750,68.97,23.66
3751,68.97,23.83
3752,68.97,24.0
3753,68.97,24.17
3754,68.97,24.34
3755,68.97,24.5
3756,68.97,24.67
3757,68.97,24.84
3758,68.97,25.01
3759,68.97,25.18
3760,68.97,25.35
3761,68.97,25.52
3762,69.05,15.58
3763,69.05,15.75
3764,69.05,15.92
3765,69.05,16.09
3766,69.05,16.25
3767,69.05,16.42
3768,69.05,16.59
3769,69.05,17.1
3770,69.05,17.26
3771,69.05,17.43
3772,69.05,17.6
3773,69.05,17.77
3774,69.05,17.94
3775,69.05,18.11
3776,69.05,18.27
3777,69.05,18.44
3778,69.05,18.61
3779,69.05,18.78
3780,69.05,18.95
3781,69.05,19.12
3782,69.05,19.28
3783,69.05,19.45
3784,69.05,19.62
3785,69.05,19.79
3786,69.05,19.96
3787,69.05,20.13
3788,69.05,20.29
3789,69.05,20.46
3790,69.05,20.63
3791,69.05,20.8
3792,69.05,21.98
3793,69.05,22.15
3794,69.05,22.32
3795,69.05,22.48
3796,69.05,22.65
3797,69.05,22.82
3798,69.05,22.99
3799,69.05,23.16
3800,69.05,23.33
3801,69.05,23.49
3802,69.05,23.66
3803,69.05,23.83
3804,69.05,24.0
3805,69.05,24.17
3806,69.05,24.34
3807,69.05,24.5
3808,69.05,24.67
3809,69.05,24.84
3810,69.05,25.01
3811,69.05,25.18
3812,69.05,25.35
3813,69.05,25.52
3814,69.13,15.75
3815,69.13,15.92
3816,69.13,16.09
3817,69.13,16.25
3818,69.13,17.26
3819,69.13,17.43
3820,69.13,17.6
3821,69.13,17.77
3822,69.13,17.94
3823,69.13,18.11
3824,69.13,18.27
3825,69.13,18.44
3826,69.13,18.61
3827,69.13,18.78
3828,69.13,18.95
3829,69.13,19.12
3830,69.13,19.28
3831,69.13,19.45
3832,69.13,19.62
3833,69.13,19.79
3834,69.13,19.96
3835,69.13,20.13
3836,69.13,20.29
3837,69.13,20.46
3838,69.13,20.63
3839,69.13,20.8
3840,69.13,20.97
3841,69.13,21.14
3842,69.13,21.31
3843,69.13,21.81
3844,69.13,21.98
3845,69.13,22.15
3846,69.13,22.32
3847,69.13,22.48
3848,69.13,22.65
3849,69.13,22.82
3850,69.13,22.99
3851,69.13,23.16
3852,69.13,23.33
3853,69.13,23.49
3854,69.13,23.66
3855,69.13,23.83
3856,69.13,24.0
3857,69.13,24.17
3858,69.13,24.34
3859,69.13,24.5
3860,69.13,24.67
3861,69.13,24.84
3862,69.13,25.01
3863,69.13,25.18
3864,69.13,25.35
3865,69.13,25.52
3866,69.13,25.68
3867,69.21,15.92
3868,69.21,16.09
3869,69.21,17.26
3870,69.21,17.43
3871,69.21,17.6
3872,69.21,17.77
3873,69.21,17.94
3874,69.21,18.11
3875,69.21,18.27
3876,69.21,18.44
3877,69.21,18.61
3878,69.21,18.78
3879,69.21,18.95
3880,69.21,19.12
3881,69.21,19.28
3882,69.21,19.45
3883,69.21,19.62
3884,69.21,19.79
3885,69.21,19.96
3886,69.21,20.13
3887,69.21,20.29
3888,69.21,20.46
3889,69.21,20.63
3890,69.21,20.8
3891,69.21,20.97
3892,69.21,21.14
3893,69.21,21.31
3894,69.21,21.47
3895,69.21,21.64
3896,69.21,21.81
3897,69.21,21.98
3898,69.21,22.15
3899,69.21,22.32
3900,69.21,22.48
3901,69.21,22.65
3902,69.21,22.82
3903,69.21,22.99
