,lat,lon
1360,61.15,11.2
1361,61.15,11.37
1362,61.15,11.54
1363,61.15,11.71
1364,61.15,11.88
1365,61.15,12.04
1366,61.15,12.21
1367,61.15,12.38
1368,61.23,4.8
1369,61.23,4.97
1370,61.23,5.14
1371,61.23,5.31
1372,61.23,5.48
1373,61.23,5.64
1374,61.23,5.81
1375,61.23,5.98
1376,61.23,6.15
1377,61.23,6.32
1378,61.23,6.49
1379,61.23,6.66
1380,61.23,6.82
1381,61.23,6.99
1382,61.23,7.16
1383,61.23,7.33
1384,61.23,7.5
1385,61.23,7.67
1386,61.23,7.83
1387,61.23,8.0
1388,61.23,8.17
1389,61.23,8.34
1390,61.23,8.51
1391,61.23,8.68
1392,61.23,8.84
1393,61.23,9.01
1394,61.23,9.18
1395,61.23,9.35
1396,61.23,9.52
1397,61.23,9.69
1398,61.23,9.85
1399,61.23,10.02
1400,61.23,10.19
1401,61.23,10.36
1402,61.23,10.53
1403,61.23,10.7
1404,61.23,10.87
1405,61.23,11.03
1406,61.23,11.2
1407,61.23,11.37
1408,61.23,11.54
1409,61.23,11.71
1410,61.23,11.88
1411,61.23,12.04
1412,61.23,12.21
1413,61.23,12.38
1414,61.31,4.8
1415,61.31,4.97
1416,61.31,5.14
1417,61.31,5.31
1418,61.31,5.48
1419,61.31,5.64
1420,61.31,5.81
1421,61.31,5.98
1422,61.31,6.15
1423,61.31,6.32
1424,61.31,6.49
1425,61.31,6.66
1426,61.31,6.82
1427,61.31,6.99
1428,61.31,7.16
1429,61.31,7.33
1430,61.31,7.5
1431,61.31,7.67
1432,61.31,7.83
1433,61.31,8.0
1434,61.31,8.17
1435,61.31,8.34
1436,61.31,8.51
1437,61.31,8.68
1438,61.31,8.84
1439,61.31,9.01
1440,61.31,9.18
1441,61.31,9.35
1442,61.31,9.52
1443,61.31,9.69
1444,61.31,9.85
1445,61.31,10.02
1446,61.31,10.19
1447,61.31,10.36
1448,61.31,10.53
1449,61.31,10.7
1450,61.31,10.87
1451,61.31,11.03
1452,61.31,11.2
1453,61.31,11.37
1454,61.31,11.54
1455,61.31,11.71
1456,61.31,11.88
1457,61.31,12.04
1458,61.31,12.21
1459,61.31,12.38
1460,61.39,4.8
1461,61.39,4.97
1462,61.39,5.14
1463,61.39,5.31
1464,61.39,5.48
1465,61.39,5.64
1466,61.39,5.81
1467,61.39,5.98
1468,61.39,6.15
1469,61.39,6.32
1470,61.39,6.49
1471,61.39,6.66
1472,61.39,6.82
1473,61.39,6.99
1474,61.39,7.16
1475,61.39,7.33
1476,61.39,7.5
1477,61.39,7.67
1478,61.39,7.83
1479,61.39,8.0
1480,61.39,8.17
1481,61.39,8.34
1482,61.39,8.51
1483,61.39,8.68
1484,61.39,8.84
1485,61.39,9.01
1486,61.39,9.18
1487,61.39,9.35
1488,61.39,9.52
1489,61.39,9.69
1490,61.39,9.85
1491,61.39,10.02
1492,61.39,10.19
1493,61.39,10.36
1494,61.39,10.53
1495,61.39,10.7
1496,61.39,10.87
1497,61.39,11.03
1498,61.39,11.2
1499,61.39,11.37
1500,61.39,11.54
1501,61.39,11.71
1502,61.39,11.88
1503,61.39,12.04
1504,61.39,12.21
1505,61.39,12.38
1506,61.47,4.97
1507,61.47,5.14
1508,61.47,5.31
1509,61.47,5.48
1510,61.47,5.64
1511,61.47,5.81
1512,61.47,5.98
1513,61.47,6.15
1514,61.47,6.32
1515,61.47,6.49
1516,61.47,6.66
1517,61.47,6.82
1518,61.47,6.99
1519,61.47,7.16
1520,61.47,7.33
1521,61.47,7.5
1522,61.47,7.67
1523,61.47,7.83
1524,61.47,8.0
1525,61.47,8.17
1526,61.47,8.34
1527,61.47,8.51
1528,61.47,8.68
1529,61.47,8.84
1530,61.47,9.01
1531,61.47,9.18
1532,61.47,9.35
1533,61.47,9.52
1534,61.47,9.69
1535,61.47,9.85
1536,61.47,10.02
1537,61.47,10.19
1538,61.47,10.36
1539,61.47,10.53
1540,61.47,10.7
1541,61.47,10.87
1542,61.47,11.03
1543,61.47,11.2
1544,61.47,11.37
1545,61.47,11.54
1546,61.47,11.71
1547,61.47,11.88
1548,61.47,12.04
1549,61.47,12.21
1550,61.47,12.38
1551,61.56,4.97
1552,61.56,5.14
1553,61.56,5.31
1554,61.56,5.48
1555,61.56,5.64
1556,61.56,5.81
1557,61.56,5.98
1558,61.56,6.15
1559,61.56,6.32
1560,61.56,6.49
1561,61.56,6.66
1562,61.56,6.82
1563,61.56,6.99
1564,61.56,7.16
1565,61.56,7.33
1566,61.56,7.5
1567,61.56,7.67
1568,61.56,7.83
1569,61.56,8.0
1570,61.56,8.17
1571,61.56,8.34
1572,61.56,8.51
1573,61.56,8.68
1574,61.56,8.84
1575,61.56,9.01
1576,61.56,9.18
1577,61.56,9.35
1578,61.56,9.52
1579,61.56,9.69
1580,61.56,9.85
1581,61.56,10.02
1582,61.56,10.19
1583,61.56,10.36
1584,61.56,10.53
1585,61.56,10.7
1586,61.56,10.87
1587,61.56,11.03
1588,61.56,11.2
1589,61.56,11.37
1590,61.56,11.54
1591,61.56,11.71
1592,61.56,11.88
1593,61.56,12.04
1594,61.56,12.21
1595,61.56,12.38
1596,61.64,4.97
1597,61.64,5.14
1598,61.64,5.31
1599,61.64,5.48
1600,61.64,5.64
1601,61.64,5.81
1602,61.64,5.98
1603,61.64,6.15
1604,61.64,6.32
1605,61.64,6.49
1606,61.64,6.66
1607,61.64,6.82
1608,61.64,6.99
1609,61.64,7.16
1610,61.64,7.33
1611,61.64,7.5
1612,61.64,7.67
1613,61.64,7.83
1614,61.64,8.0
1615,61.64,8.17
1616,61.64,8.34
1617,61.64,8.51
1618,61.64,8.68
1619,61.64,8.84
1620,61.64,9.01
1621,61.64,9.18
1622,61.64,9.35
1623,61.64,9.52
1624,61.64,9.69
1625,61.64,9.85
1626,61.64,10.02
1627,61.64,10.19
1628,61.64,10.36
1629,61.64,10.53
1630,61.64,10.7
1631,61.64,10.87
1632,61.64,11.03
1633,61.64,11.2
1634,61.64,11.37
1635,61.64,11.54
1636,61.64,11.71
1637,61.64,11.88
1638,61.64,12.04
1639,61.64,12.21
1640,61.64,12.38
1641,61.72,4.97
1642,61.72,5.14
1643,61.72,5.31
1644,61.72,5.48
1645,61.72,5.64
1646,61.72,5.81
1647,61.72,5.98
1648,61.72,6.15
1649,61.72,6.32
1650,61.72,6.49
1651,61.72,6.66
1652,61.72,6.82
1653,61.72,6.99
1654,61.72,7.16
1655,61.72,7.33
1656,61.72,7.5
1657,61.72,7.67
1658,61.72,7.83
1659,61.72,8.0
1660,61.72,8.17
1661,61.72,8.34
1662,61.72,8.51
1663,61.72,8.68
1664,61.72,8.84
1665,61.72,9.01
1666,61.72,9.18
1667,61.72,9.35
1668,61.72,9.52
1669,61.72,9.69
1670,61.72,9.85
1671,61.72,10.02
1672,61.72,10.19
1673,61.72,10.36
1674,61.72,10.53
1675,61.72,10.7
1676,61.72,10.87
1677,61.72,11.03
1678,61.72,11.2
1679,61.72,11.37
1680,61.72,11.54
1681,61.72,11.71
1682,61.72,11.88
1683,61.72,12.04
1684,61.72,12.21
1685,61.72,12.38
1686,61.8,4.97
1687,61.8,5.14
1688,61.8,5.31
1689,61.8,5.48
1690,61.8,5.64
1691,61.8,5.81
1692,61.8,5.98
1693,61.8,6.15
1694,61.8,6.32
1695,61.8,6.49
1696,61.8,6.66
1697,61.8,6.82
1698,61.8,6.99
1699,61.8,7.16
1700,61.8,7.33
1701,61.8,7.5
1702,61.8,7.67
1703,61.8,7.83
1704,61.8,8.0
1705,61.8,8.17
1706,61.8,8.34
1707,61.8,8.51
1708,61.8,8.68
1709,61.8,8.84
1710,61.8,9.01
1711,61.8,9.18
1712,61.8,9.35
1713,61.8,9.52
1714,61.8,9.69
1715,61.8,9.85
1716,61.8,10.02
1717,61.8,10.19
1718,61.8,10.36
1719,61.8,10.53
1720,61.8,10.7
1721,61.8,10.87
1722,61.8,11.03
1723,61.8,11.2
1724,61.8,11.37
1725,61.8,11.54
1726,61.8,11.71
1727,61.8,11.88
1728,61.8,12.04
1729,61.8,12.21
1730,61.8,12.38
1731,61.88,4.97
1732,61.88,5.14
1733,61.88,5.31
1734,61.88,5.48
1735,61.88,5.64
1736,61.88,5.81
1737,61.88,5.98
1738,61.88,6.15
1739,61.88,6.32
1740,61.88,6.49
1741,61.88,6.66
1742,61.88,6.82
1743,61.88,6.99
1744,61.88,7.16
1745,61.88,7.33
1746,61.88,7.5
1747,61.88,7.67
1748,61.88,7.83
1749,61.88,8.0
1750,61.88,8.17
1751,61.88,8.34
1752,61.88,8.51
1753,61.88,8.68
1754,61.88,8.84
1755,61.88,9.01
1756,61.88,9.18
1757,61.88,9.35
1758,61.88,9.52
1759,61.88,9.69
1760,61.88,9.85
1761,61.88,10.02
1762,61.88,10.19
1763,61.88,10.36
1764,61.88,10.53
1765,61.88,10.7
1766,61.88,10.87
1767,61.88,11.03
1768,61.88,11.2
1769,61.88,11.37
1770,61.88,11.54
1771,61.88,11.71
1772,61.88,11.88
1773,61.88,12.04
1774,61.88,12.21
1775,61.88,12.38
1776,61.96,4.97
1777,61.96,5.14
1778,61.96,5.31
1779,61.96,5.48
1780,61.96,5.64
1781,61.96,5.81
1782,61.96,5.98
1783,61.96,6.15
1784,61.96,6.32
1785,61.96,6.49
1786,61.96,6.66
1787,61.96,6.82
1788,61.96,6.99
1789,61.96,7.16
1790,61.96,7.33
1791,61.96,7.5
1792,61.96,7.67
1793,61.96,7.83
1794,61.96,8.0
1795,61.96,8.17
1796,61.96,8.34
1797,61.96,8.51
1798,61.96,8.68
1799,61.96,8.84
1800,61.96,9.01
1801,61.96,9.18
1802,61.96,9.35
1803,61.96,9.52
1804,61.96,9.69
1805,61.96,9.85
1806,61.96,10.02
1807,61.96,10.19
1808,61.96,10.36
1809,61.96,10.53
1810,61.96,10.7
1811,61.96,10.87
1812,61.96,11.03
1813,61.96,11.2
1814,61.96,11.37
1815,61.96,11.54
1816,61.96,11.71
1817,61.96,11.88
1818,61.96,12.04
1819,61.96,12.21
1820,61.96,12.38
1821,62.04,5.31
1822,62.04,5.48
1823,62.04,5.64
1824,62.04,5.81
1825,62.04,5.98
1826,62.04,6.15
1827,62.04,6.32
1828,62.04,6.49
1829,62.04,6.66
1830,62.04,6.82
1831,62.04,6.99
1832,62.04,7.16
1833,62.04,7.33
1834,62.04,7.5
1835,62.04,7.67
1836,62.04,7.83
1837,62.04,8.0
1838,62.04,8.17
1839,62.04,8.34
1840,62.04,8.51
1841,62.04,8.68
1842,62.04,8.84
1843,62.04,9.01
1844,62.04,9.18
1845,62.04,9.35
1846,62.04,9.52
1847,62.04,9.69
1848,62.04,9.85
1849,62.04,10.02
1850,62.04,10.19
1851,62.04,10.36
1852,62.04,10.53
1853,62.04,10.7
1854,62.04,10.87
1855,62.04,11.03
1856,62.04,11.2
1857,62.04,11.37
1858,62.04,11.54
1859,62.04,11.71
1860,62.04,11.88
1861,62.04,12.04
1862,62.04,12.21
1863,62.04,12.38
1864,62.13,5.48
1865,62.13,5.64
1866,62.13,5.81
1867,62.13,5.98
1868,62.13,6.15
1869,62.13,6.32
1870,62.13,6.49
1871,62.13,6.66
1872,62.13,6.82
1873,62.13,6.99
1874,62.13,7.16
1875,62.13,7.33
1876,62.13,7.5
1877,62.13,7.67
1878,62.13,7.83
1879,62.13,8.0
1880,62.13,8.17
1881,62.13,8.34
1882,62.13,8.51
1883,62.13,8.68
1884,62.13,8.84
1885,62.13,9.01
1886,62.13,9.18
1887,62.13,9.35
1888,62.13,9.52
1889,62.13,9.69
1890,62.13,9.85
1891,62.13,10.02
1892,62.13,10.19
1893,62.13,10.36
1894,62.13,10.53
1895,62.13,10.7
1896,62.13,10.87
1897,62.13,11.03
1898,62.13,11.2
1899,62.13,11.37
1900,62.13,11.54
1901,62.13,11.71
1902,62.13,11.88
1903,62.13,12.04
1904,62.13,12.21
1905,62.13,12.38
1906,62.21,5.64
1907,62.21,5.81
1908,62.21,5.98
1909,62.21,6.15
1910,62.21,6.32
1911,62.21,6.49
1912,62.21,6.66
1913,62.21,6.82
1914,62.21,6.99
1915,62.21,7.16
1916,62.21,7.33
1917,62.21,7.5
1918,62.21,7.67
1919,62.21,7.83
1920,62.21,8.0
1921,62.21,8.17
1922,62.21,8.34
1923,62.21,8.51
1924,62.21,8.68
1925,62.21,8.84
1926,62.21,9.01
1927,62.21,9.18
1928,62.21,9.35
1929,62.21,9.52
1930,62.21,9.69
1931,62.21,9.85
1932,62.21,10.02
1933,62.21,10.19
1934,62.21,10.36
1935,62.21,10.53
1936,62.21,10.7
1937,62.21,10.87
1938,62.21,11.03
1939,62.21,11.2
1940,62.21,11.37
1941,62.21,11.54
1942,62.21,11.71
1943,62.21,11.88
1944,62.21,12.04
1945,62.21,12.21
1946,62.21,12.38
1947,62.29,5.81
1948,62.29,5.98
1949,62.29,6.15
1950,62.29,6.32
1951,62.29,6.49
1952,62.29,6.66
1953,62.29,6.82
1954,62.29,6.99
1955,62.29,7.16
1956,62.29,7.33
1957,62.29,7.5
1958,62.29,7.67
1959,62.29,7.83
1960,62.29,8.0
1961,62.29,8.17
1962,62.29,8.34
1963,62.29,8.51
1964,62.29,8.68
1965,62.29,8.84
1966,62.29,9.01
1967,62.29,9.18
1968,62.29,9.35
1969,62.29,9.52
1970,62.29,9.69
1971,62.29,9.85
1972,62.29,10.02
1973,62.29,10.19
1974,62.29,10.36
1975,62.29,10.53
1976,62.29,10.7
1977,62.29,10.87
1978,62.29,11.03
1979,62.29,11.2
1980,62.29,11.37
1981,62.29,11.54
1982,62.29,11.71
1983,62.29,11.88
1984,62.29,12.04
1985,62.29,12.21
1986,62.29,12.38
1987,62.37,6.15
1988,62.37,6.32
1989,62.37,6.49
1990,62.37,6.66
1991,62.37,6.82
1992,62.37,6.99
1993,62.37,7.16
1994,62.37,7.33
1995,62.37,7.5
1996,62.37,7.67
1997,62.37,7.83
1998,62.37,8.0
1999,62.37,8.17
2000,62.37,8.34
2001,62.37,8.51
2002,62.37,8.68
2003,62.37,8.84
2004,62.37,9.01
2005,62.37,9.18
2006,62.37,9.35
2007,62.37,9.52
2008,62.37,9.69
2009,62.37,9.85
2010,62.37,10.02
2011,62.37,10.19
2012,62.37,10.36
2013,62.37,10.53
2014,62.37,10.7
2015,62.37,10.87
2016,62.37,11.03
2017,62.37,11.2
2018,62.37,11.37
2019,62.37,11.54
2020,62.37,11.71
2021,62.37,11.88
2022,62.37,12.04
2023,62.37,12.21
2024,62.37,12.38
2025,62.45,6.32
2026,62.45,6.49
2027,62.45,6.66
2028,62.45,6.82
2029,62.45,6.99
2030,62.45,7.16
2031,62.45,7.33
2032,62.45,7.5
2033,62.45,7.67
2034,62.45,7.83
2035,62.45,8.0
2036,62.45,8.17
2037,62.45,8.34
2038,62.45,8.51
2039,62.45,8.68
2040,62.45,8.84
2041,62.45,9.01
2042,62.45,9.18
2043,62.45,9.35
2044,62.45,9.52
2045,62.45,9.69
2046,62.45,9.85
2047,62.45,10.02
2048,62.45,10.19
2049,62.45,10.36
2050,62.45,10.53
2051,62.45,10.7
2052,62.45,10.87
2053,62.45,11.03
2054,62.45,11.2
2055,62.45,11.37
2056,62.45,11.54
2057,62.45,11.71
2058,62.45,11.88
2059,62.45,12.04
2060,62.45,12.21
2061,62.45,12.38
2062,62.53,6.49
2063,62.53,6.66
2064,62.53,6.82
2065,62.53,6.99
2066,62.53,7.16
2067,62.53,7.33
2068,62.53,7.5
2069,62.53,7.67
2070,62.53,7.83
2071,62.53,8.0
2072,62.53,8.17
2073,62.53,8.34
2074,62.53,8.51
2075,62.53,8.68
2076,62.53,8.84
2077,62.53,9.01
2078,62.53,9.18
2079,62.53,9.35
2080,62.53,9.52
2081,62.53,9.69
2082,62.53,9.85
2083,62.53,10.02
2084,62.53,10.19
2085,62.53,10.36
2086,62.53,10.53
2087,62.53,10.7
2088,62.53,10.87
2089,62.53,11.03
2090,62.53,11.2
2091,62.53,11.37
2092,62.53,11.54
2093,62.53,11.71
2094,62.53,11.88
2095,62.53,12.04
2096,62.53,12.21
2097,62.53,12.38
2098,62.61,6.66
2099,62.61,6.82
2100,62.61,6.99
2101,62.61,7.16
2102,62.61,7.33
2103,62.61,7.5
2104,62.61,7.67
2105,62.61,7.83
2106,62.61,8.0
2107,62.61,8.17
2108,62.61,8.34
2109,62.61,8.51
2110,62.61,8.68
2111,62.61,8.84
2112,62.61,9.01
2113,62.61,9.18
2114,62.61,9.35
2115,62.61,9.52
2116,62.61,9.69
2117,62.61,9.85
2118,62.61,10.02
2119,62.61,10.19
2120,62.61,10.36
2121,62.61,10.53
2122,62.61,10.7
2123,62.61,10.87
2124,62.61,11.03
2125,62.61,11.2
2126,62.61,11.37
2127,62.61,11.54
2128,62.61,11.71
2129,62.61,11.88
2130,62.61,12.04
2131,62.61,12.21
2132,62.61,12.38
2133,62.7,6.99
2134,62.7,7.16
2135,62.7,7.33
2136,62.7,7.5
2137,62.7,7.67
2138,62.7,7.83
2139,62.7,8.0
2140,62.7,8.17
2141,62.7,8.34
2142,62.7,8.51
2143,62.7,8.68
2144,62.7,8.84
2145,62.7,9.01
2146,62.7,9.18
2147,62.7,9.35
2148,62.7,9.52
2149,62.7,9.69
2150,62.7,9.85
2151,62.7,10.02
2152,62.7,10.19
2153,62.7,10.36
2154,62.7,10.53
2155,62.7,10.7
2156,62.7,10.87
2157,62.7,11.03
2158,62.7,11.2
2159,62.7,11.37
2160,62.7,11.54
2161,62.7,11.71
2162,62.7,11.88
2163,62.7,12.04
2164,62.7,12.21
2165,62.78,7.16
2166,62.78,7.33
2167,62.78,7.5
2168,62.78,7.67
2169,62.78,7.83
2170,62.78,8.0
2171,62.78,8.17
2172,62.78,8.34
2173,62.78,8.51
2174,62.78,8.68
2175,62.78,8.84
2176,62.78,9.01
2177,62.78,9.18
2178,62.78,9.35
2179,62.78,9.52
2180,62.78,9.69
2181,62.78,9.85
2182,62.78,10.02
2183,62.78,10.19
2184,62.78,10.36
2185,62.78,10.53
2186,62.78,10.7
2187,62.78,10.87
2188,62.78,11.03
2189,62.78,11.2
2190,62.78,11.37
2191,62.78,11.54
2192,62.78,11.71
2193,62.78,11.88
2194,62.78,12.04
2195,62.78,12.21
2196,62.86,7.33
2197,62.86,7.5
2198,62.86,7.67
2199,62.86,7.83
2200,62.86,8.0
2201,62.86,8.17
2202,62.86,8.34
2203,62.86,8.51
2204,62.86,8.68
2205,62.86,8.84
2206,62.86,9.01
2207,62.86,9.18
2208,62.86,9.35
2209,62.86,9.52
2210,62.86,9.69
2211,62.86,9.85
2212,62.86,10.02
2213,62.86,10.19
2214,62.86,10.36
2215,62.86,10.53
2216,62.86,10.7
2217,62.86,10.87
2218,62.86,11.03
2219,62.86,11.2
2220,62.86,11.37
2221,62.86,11.54
2222,62.86,11.71
2223,62.86,11.88
2224,62.86,12.04
2225,62.86,12.21
2226,62.94,7.5
2227,62.94,7.67
2228,62.94,7.83
2229,62.94,8.0
2230,62.94,8.17
2231,62.94,8.34
2232,62.94,8.51
2233,62.94,8.68
2234,62.94,8.84
2235,62.94,9.01
2236,62.94,9.18
2237,62.94,9.35
2238,62.94,9.52
2239,62.94,9.69
2240,62.94,9.85
2241,62.94,10.02
2242,62.94,10.19
2243,62.94,10.36
2244,62.94,10.53
2245,62.94,10.7
2246,62.94,10.87
2247,62.94,11.03
2248,62.94,11.2
2249,62.94,11.37
2250,62.94,11.54
2251,62.94,11.71
2252,62.94,11.88
2253,62.94,12.04
2254,62.94,12.21
2255,63.02,7.67
2256,63.02,7.83
2257,63.02,8.0
2258,63.02,8.17
2259,63.02,8.34
2260,63.02,8.51
2261,63.02,8.68
2262,63.02,8.84
2263,63.02,9.01
2264,63.02,9.18
2265,63.02,9.35
2266,63.02,9.52
2267,63.02,9.69
2268,63.02,9.85
2269,63.02,10.02
2270,63.02,10.19
2271,63.02,10.36
2272,63.02,10.53
2273,63.02,10.7
2274,63.02,10.87
2275,63.02,11.03
2276,63.02,11.2
2277,63.02,11.37
2278,63.02,11.54
2279,63.02,11.71
2280,63.02,11.88
2281,63.02,12.04
2282,63.02,12.21
2283,63.1,8.0
2284,63.1,8.17
2285,63.1,8.34
2286,63.1,8.51
2287,63.1,8.68
2288,63.1,8.84
2289,63.1,9.01
2290,63.1,9.18
2291,63.1,9.35
2292,63.1,9.52
2293,63.1,9.69
2294,63.1,9.85
2295,63.1,10.02
2296,63.1,10.19
2297,63.1,10.36
2298,63.1,10.53
2299,63.1,10.7
2300,63.1,10.87
2301,63.1,11.03
2302,63.1,11.2
2303,63.1,11.37
2304,63.1,11.54
2305,63.1,11.71
2306,63.1,11.88
2307,63.1,12.04
2308,63.1,12.21
2309,63.18,8.17
2310,63.18,8.34
2311,63.18,8.51
2312,63.18,8.68
2313,63.18,8.84
2314,63.18,9.01
2315,63.18,9.18
2316,63.18,9.35
2317,63.18,9.52
2318,63.18,9.69
2319,63.18,9.85
2320,63.18,10.02
2321,63.18,10.19
2322,63.18,10.36
2323,63.18,10.53
2324,63.18,10.7
2325,63.18,10.87
2326,63.18,11.03
2327,63.18,11.2
2328,63.18,11.37
2329,63.18,11.54
2330,63.18,11.71
2331,63.18,11.88
2332,63.18,12.04
2333,63.18,12.21
2334,63.27,8.34
2335,63.27,8.51
2336,63.27,8.68
2337,63.27,8.84
2338,63.27,9.01
2339,63.27,9.18
2340,63.27,9.35
2341,63.27,9.52
2342,63.27,9.69
2343,63.27,9.85
2344,63.27,10.02
2345,63.27,10.19
2346,63.27,10.36
2347,63.27,10.53
2348,63.27,10.7
2349,63.27,10.87
2350,63.27,11.03
2351,63.27,11.2
2352,63.27,11.37
2353,63.27,11.54
2354,63.27,11.71
2355,63.27,11.88
2356,63.27,12.04
2357,63.27,12.21
2358,63.35,8.51
2359,63.35,8.68
2360,63.35,8.84
2361,63.35,9.01
2362,63.35,9.18
2363,63.35,9.35
2364,63.35,9.52
2365,63.35,9.69
2366,63.35,9.85
2367,63.35,10.02
2368,63.35,10.19
2369,63.35,10.36
2370,63.35,10.53
2371,63.35,10.7
2372,63.35,10.87
2373,63.35,11.03
2374,63.35,11.2
2375,63.35,11.37
2376,63.35,11.54
2377,63.35,11.71
2378,63.35,11.88
2379,63.35,12.04
2380,63.35,12.21
2381,63.35,12.38
2382,63.43,8.68
2383,63.43,8.84
2384,63.43,9.01
2385,63.43,9.18
2386,63.43,9.35
2387,63.43,9.52
2388,63.43,9.69
2389,63.43,9.85
2390,63.43,10.02
2391,63.43,10.19
2392,63.43,10.36
2393,63.43,10.53
2394,63.43,10.7
2395,63.43,10.87
2396,63.43,11.03
2397,63.43,11.2
2398,63.43,11.37
2399,63.43,11.54
2400,63.43,11.71
2401,63.43,11.88
2402,63.43,12.04
2403,63.43,12.21
2404,63.43,12.38
2405,63.43,12.55
2406,63.51,8.84
2407,63.51,9.01
2408,63.51,9.18
2409,63.51,9.35
2410,63.51,9.52
2411,63.51,9.69
2412,63.51,9.85
2413,63.51,10.02
2414,63.51,10.19
2415,63.51,10.36
2416,63.51,10.53
2417,63.51,10.7
2418,63.51,10.87
2419,63.51,11.03
2420,63.51,11.2
2421,63.51,11.37
2422,63.51,11.54
2423,63.51,11.71
2424,63.51,11.88
2425,63.51,12.04
2426,63.51,12.21
2427,63.51,12.38
2428,63.51,12.55
2429,63.51,12.72
2430,63.59,9.01
2431,63.59,9.18
2432,63.59,9.35
2433,63.59,9.52
2434,63.59,9.69
2435,63.59,9.85
2436,63.59,10.02
2437,63.59,10.19
2438,63.59,10.36
2439,63.59,10.53
2440,63.59,10.7
2441,63.59,10.87
2442,63.59,11.03
2443,63.59,11.2
2444,63.59,11.37
2445,63.59,11.54
2446,63.59,11.71
2447,63.59,11.88
2448,63.59,12.04
2449,63.59,12.21
2450,63.59,12.38
2451,63.59,12.55
2452,63.59,12.72
2453,63.59,12.89
2454,63.67,9.18
2455,63.67,9.35
2456,63.67,9.52
2457,63.67,9.69
2458,63.67,9.85
2459,63.67,10.02
2460,63.67,10.19
2461,63.67,10.36
2462,63.67,10.53
2463,63.67,10.7
2464,63.67,10.87
2465,63.67,11.03
2466,63.67,11.2
2467,63.67,11.37
2468,63.67,11.54
2469,63.67,11.71
2470,63.67,11.88
2471,63.67,12.04
2472,63.67,12.21
2473,63.67,12.38
2474,63.67,12.55
2475,63.67,12.72
2476,63.67,12.89
2477,63.67,13.05
2478,63.76,9.35
2479,63.76,9.52
2480,63.76,9.69
2481,63.76,9.85
2482,63.76,10.02
2483,63.76,10.19
2484,63.76,10.36
2485,63.76,10.53
2486,63.76,10.7
2487,63.76,10.87
2488,63.76,11.03
2489,63.76,11.2
2490,63.76,11.37
2491,63.76,11.54
2492,63.76,11.71
2493,63.76,11.88
2494,63.76,12.04
2495,63.76,12.21
2496,63.76,12.38
2497,63.76,12.55
2498,63.76,12.72
2499,63.76,12.89
2500,63.76,13.05
2501,63.76,13.22
2502,63.84,9.52
2503,63.84,9.69
2504,63.84,9.85
2505,63.84,10.02
2506,63.84,10.19
2507,63.84,10.36
2508,63.84,10.53
2509,63.84,10.7
2510,63.84,10.87
2511,63.84,11.03
2512,63.84,11.2
2513,63.84,11.37
2514,63.84,11.54
2515,63.84,11.71
2516,63.84,11.88
2517,63.84,12.04
2518,63.84,12.21
2519,63.84,12.38
2520,63.84,12.55
2521,63.84,12.72
2522,63.84,12.89
2523,63.84,13.05
2524,63.84,13.22
2525,63.84,13.39
2526,63.92,9.69
2527,63.92,9.85
2528,63.92,10.02
2529,63.92,10.19
2530,63.92,10.36
2531,63.92,10.53
2532,63.92,10.7
2533,63.92,10.87
2534,63.92,11.03
2535,63.92,11.2
2536,63.92,11.37
2537,63.92,11.54
2538,63.92,11.71
2539,63.92,11.88
2540,63.92,12.04
2541,63.92,12.21
2542,63.92,12.38
2543,63.92,12.55
2544,63.92,12.72
2545,63.92,12.89
2546,63.92,13.05
2547,63.92,13.22
2548,63.92,13.39
2549,63.92,13.56
2550,64.0,9.85
2551,64.0,10.02
2552,64.0,10.19
2553,64.0,10.36
2554,64.0,10.53
2555,64.0,10.7
2556,64.0,10.87
2557,64.0,11.03
2558,64.0,11.2
2559,64.0,11.37
2560,64.0,11.54
2561,64.0,11.71
2562,64.0,11.88
2563,64.0,12.04
2564,64.0,12.21
2565,64.0,12.38
2566,64.0,12.55
2567,64.0,12.72
2568,64.0,12.89
2569,64.0,13.05
2570,64.0,13.22
2571,64.0,13.39
2572,64.0,13.56
2573,64.0,13.73
2574,64.08,10.02
2575,64.08,10.19
2576,64.08,10.36
2577,64.08,10.53
2578,64.08,10.7
2579,64.08,10.87
2580,64.08,11.03
2581,64.08,11.2
2582,64.08,11.37
2583,64.08,11.54
2584,64.08,11.71
2585,64.08,11.88
2586,64.08,12.04
2587,64.08,12.21
2588,64.08,12.38
2589,64.08,12.55
2590,64.08,12.72
2591,64.08,12.89
2592,64.08,13.05
2593,64.08,13.22
2594,64.08,13.39
2595,64.08,13.56
2596,64.08,13.73
2597,64.16,10.19
2598,64.16,10.36
2599,64.16,10.53
2600,64.16,10.7
2601,64.16,10.87
2602,64.16,11.03
2603,64.16,11.2
2604,64.16,11.37
2605,64.16,11.54
2606,64.16,11.71
2607,64.16,11.88
2608,64.16,12.04
2609,64.16,12.21
2610,64.16,12.38
2611,64.16,12.55
2612,64.16,12.72
2613,64.16,12.89
2614,64.16,13.05
2615,64.16,13.22
2616,64.16,13.39
2617,64.16,13.56
2618,64.16,13.73
2619,64.24,10.36
2620,64.24,10.53
2621,64.24,10.7
2622,64.24,10.87
2623,64.24,11.03
2624,64.24,11.2
2625,64.24,11.37
2626,64.24,11.54
2627,64.24,11.71
2628,64.24,11.88
2629,64.24,12.04
2630,64.24,12.21
2631,64.24,12.38
