lat,lon,country
60.11,11.44,Norway
60.11,11.52,Norway
60.11,11.61,Norway
60.11,11.69,Norway
60.11,11.78,Norway
60.11,11.86,Norway
60.11,11.95,Norway
60.11,12.03,Norway
60.11,12.12,Norway
60.11,12.2,Norway
60.11,12.29,Norway
60.11,12.37,Norway
60.11,12.46,Norway
60.15,5.15,Norway
60.15,5.23,Norway
60.15,5.32,Norway
60.15,5.4,Norway
60.15,5.49,Norway
60.15,5.66,Norway
60.15,5.74,Norway
60.15,5.83,Norway
60.15,5.91,Norway
60.15,6.0,Norway
60.15,6.08,Norway
60.15,6.17,Norway
60.15,6.25,Norway
60.15,6.34,Norway
60.15,6.42,Norway
60.15,6.51,Norway
60.15,6.59,Norway
60.15,6.68,Norway
60.15,6.76,Norway
60.15,6.85,Norway
60.15,6.93,Norway
60.15,7.02,Norway
60.15,7.1,Norway
60.15,7.19,Norway
60.15,7.27,Norway
60.15,7.36,Norway
60.15,7.44,Norway
60.15,7.53,Norway
60.15,7.61,Norway
60.15,7.7,Norway
60.15,7.78,Norway
60.15,7.87,Norway
60.15,7.95,Norway
60.15,8.04,Norway
60.15,8.12,Norway
60.15,8.21,Norway
60.15,8.29,Norway
60.15,8.38,Norway
60.15,8.46,Norway
60.15,8.55,Norway
60.15,8.63,Norway
60.15,8.72,Norway
60.15,8.8,Norway
60.15,8.89,Norway
60.15,8.97,Norway
60.15,9.06,Norway
60.15,9.14,Norway
60.15,9.23,Norway
60.15,9.31,Norway
60.15,9.4,Norway
60.15,9.48,Norway
60.15,9.57,Norway
60.15,9.65,Norway
60.15,9.74,Norway
60.15,9.82,Norway
60.15,9.91,Norway
60.15,9.99,Norway
60.15,10.08,Norway
60.15,10.16,Norway
60.15,10.25,Norway
60.15,10.33,Norway
60.15,10.42,Norway
60.15,10.5,Norway
60.15,10.59,Norway
60.15,10.67,Norway
60.15,10.76,Norway
60.15,10.84,Norway
60.15,10.93,Norway
60.15,11.01,Norway
60.15,11.1,Norway
60.15,11.18,Norway
60.15,11.27,Norway
60.15,11.35,Norway
60.15,11.44,Norway
60.15,11.52,Norway
60.15,11.61,Norway
60.15,11.69,Norway
60.15,11.78,Norway
60.15,11.86,Norway
60.15,11.95,Norway
60.15,12.03,Norway
60.15,12.12,Norway
60.15,12.2,Norway
60.15,12.29,Norway
60.15,12.37,Norway
60.15,12.46,Norway
60.15,12.54,Norway
60.19,4.98,Norway
60.19,5.06,Norway
60.19,5.15,Norway
60.19,5.32,Norway
60.19,5.4,Norway
60.19,5.49,Norway
60.19,5.66,Norway
60.19,5.74,Norway
60.19,5.83,Norway
60.19,5.91,Norway
60.19,6.0,Norway
60.19,6.08,Norway
60.19,6.17,Norway
60.19,6.25,Norway
60.19,6.34,Norway
60.19,6.42,Norway
60.19,6.51,Norway
60.19,6.59,Norway
60.19,6.68,Norway
60.19,6.76,Norway
60.19,6.85,Norway
60.19,6.93,Norway
60.19,7.02,Norway
60.19,7.1,Norway
60.19,7.19,Norway
60.19,7.27,Norway
60.19,7.36,Norway
60.19,7.44,Norway
60.19,7.53,Norway
60.19,7.61,Norway
60.19,7.7,Norway
60.19,7.78,Norway
60.19,7.87,Norway
60.19,7.95,Norway
60.19,8.04,Norway
60.19,8.12,Norway
60.19,8.21,Norway
60.19,8.29,Norway
60.19,8.38,Norway
60.19,8.46,Norway
60.19,8.55,Norway
60.19,8.63,Norway
60.19,8.72,Norway
60.19,8.8,Norway
60.19,8.89,Norway
60.19,8.97,Norway
60.19,9.06,Norway
60.19,9.14,Norway
60.19,9.23,Norway
60.19,9.31,Norway
60.19,9.4,Norway
60.19,9.48,Norway
60.19,9.57,Norway
60.19,9.65,Norway
60.19,9.74,Norway
60.19,9.82,Norway
60.19,9.91,Norway
60.19,9.99,Norway
60.19,10.08,Norway
60.19,10.16,Norway
60.19,10.25,Norway
60.19,10.33,Norway
60.19,10.42,Norway
60.19,10.5,Norway
60.19,10.59,Norway
60.19,10.67,Norway
60.19,10.76,Norway
60.19,10.84,Norway
60.19,10.93,Norway
60.19,11.01,Norway
60.19,11.1,Norway
60.19,11.18,Norway
60.19,11.27,Norway
60.19,11.35,Norway
60.19,11.44,Norway
60.19,11.52,Norway
60.19,11.61,Norway
60.19,11.69,Norway
60.19,11.78,Norway
60.19,11.86,Norway
60.19,11.95,Norway
60.19,12.03,Norway
60.19,12.12,Norway
60.19,12.2,Norway
60.19,12.29,Norway
60.19,12.37,Norway
60.19,12.46,Norway
60.19,12.54,Norway
60.23,4.98,Norway
60.23,5.06,Norway
60.23,5.15,Norway
60.23,5.23,Norway
60.23,5.32,Norway
60.23,5.4,Norway
60.23,5.49,Norway
60.23,5.57,Norway
60.23,5.66,Norway
60.23,5.74,Norway
60.23,5.83,Norway
60.23,5.91,Norway
60.23,6.0,Norway
60.23,6.08,Norway
60.23,6.17,Norway
60.23,6.25,Norway
60.23,6.34,Norway
60.23,6.42,Norway
60.23,6.51,Norway
60.23,6.59,Norway
60.23,6.68,Norway
60.23,6.76,Norway
60.23,6.85,Norway
60.23,6.93,Norway
60.23,7.02,Norway
60.23,7.1,Norway
60.23,7.19,Norway
60.23,7.27,Norway
60.23,7.36,Norway
60.23,7.44,Norway
60.23,7.53,Norway
60.23,7.61,Norway
60.23,7.7,Norway
60.23,7.78,Norway
60.23,7.87,Norway
60.23,7.95,Norway
60.23,8.04,Norway
60.23,8.12,Norway
60.23,8.21,Norway
60.23,8.29,Norway
60.23,8.38,Norway
60.23,8.46,Norway
60.23,8.55,Norway
60.23,8.63,Norway
60.23,8.72,Norway
60.23,8.8,Norway
60.23,8.89,Norway
60.23,8.97,Norway
60.23,9.06,Norway
60.23,9.14,Norway
60.23,9.23,Norway
60.23,9.31,Norway
60.23,9.4,Norway
60.23,9.48,Norway
60.23,9.57,Norway
60.23,9.65,Norway
60.23,9.74,Norway
60.23,9.82,Norway
60.23,9.91,Norway
60.23,9.99,Norway
60.23,10.08,Norway
60.23,10.16,Norway
60.23,10.25,Norway
60.23,10.33,Norway
60.23,10.42,Norway
60.23,10.5,Norway
60.23,10.59,Norway
60.23,10.67,Norway
60.23,10.76,Norway
60.23,10.84,Norway
60.23,10.93,Norway
60.23,11.01,Norway
60.23,11.1,Norway
60.23,11.18,Norway
60.23,11.27,Norway
60.23,11.35,Norway
60.23,11.44,Norway
60.23,11.52,Norway
60.23,11.61,Norway
60.23,11.69,Norway
60.23,11.78,Norway
60.23,11.86,Norway
60.23,11.95,Norway
60.23,12.03,Norway
60.23,12.12,Norway
60.23,12.2,Norway
60.23,12.29,Norway
60.23,12.37,Norway
60.23,12.46,Norway
60.23,12.54,Norway
60.27,4.98,Norway
60.27,5.06,Norway
60.27,5.15,Norway
60.27,5.23,Norway
60.27,5.32,Norway
60.27,5.4,Norway
60.27,5.49,Norway
60.27,5.57,Norway
60.27,5.66,Norway
60.27,5.74,Norway
60.27,5.83,Norway
60.27,5.91,Norway
60.27,6.0,Norway
60.27,6.08,Norway
60.27,6.17,Norway
60.27,6.25,Norway
60.27,6.34,Norway
60.27,6.42,Norway
60.27,6.51,Norway
60.27,6.59,Norway
60.27,6.68,Norway
60.27,6.76,Norway
60.27,6.85,Norway
60.27,6.93,Norway
60.27,7.02,Norway
60.27,7.1,Norway
60.27,7.19,Norway
60.27,7.27,Norway
60.27,7.36,Norway
60.27,7.44,Norway
60.27,7.53,Norway
60.27,7.61,Norway
60.27,7.7,Norway
60.27,7.78,Norway
60.27,7.87,Norway
60.27,7.95,Norway
60.27,8.04,Norway
60.27,8.12,Norway
60.27,8.21,Norway
60.27,8.29,Norway
60.27,8.38,Norway
60.27,8.46,Norway
60.27,8.55,Norway
60.27,8.63,Norway
60.27,8.72,Norway
60.27,8.8,Norway
60.27,8.89,Norway
60.27,8.97,Norway
60.27,9.06,Norway
60.27,9.14,Norway
60.27,9.23,Norway
60.27,9.31,Norway
60.27,9.4,Norway
60.27,9.48,Norway
60.27,9.57,Norway
60.27,9.65,Norway
60.27,9.74,Norway
60.27,9.82,Norway
60.27,9.91,Norway
60.27,9.99,Norway
60.27,10.08,Norway
60.27,10.16,Norway
60.27,10.25,Norway
60.27,10.33,Norway
60.27,10.42,Norway
60.27,10.5,Norway
60.27,10.59,Norway
60.27,10.67,Norway
60.27,10.76,Norway
60.27,10.84,Norway
60.27,10.93,Norway
60.27,11.01,Norway
60.27,11.1,Norway
60.27,11.18,Norway
60.27,11.27,Norway
60.27,11.35,Norway
60.27,11.44,Norway
60.27,11.52,Norway
60.27,11.61,Norway
60.27,11.69,Norway
60.27,11.78,Norway
60.27,11.86,Norway
60.27,11.95,Norway
60.27,12.03,Norway
60.27,12.12,Norway
60.27,12.2,Norway
60.27,12.29,Norway
60.27,12.37,Norway
60.27,12.46,Norway
60.27,12.54,Norway
60.31,4.98,Norway
60.31,5.06,Norway
60.31,5.15,Norway
60.31,5.23,Norway
60.31,5.32,Norway
60.31,5.4,Norway
60.31,5.49,Norway
60.31,5.57,Norway
60.31,5.66,Norway
60.31,5.74,Norway
60.31,5.83,Norway
60.31,5.91,Norway
60.31,6.0,Norway
60.31,6.08,Norway
60.31,6.17,Norway
60.31,6.25,Norway
60.31,6.34,Norway
60.31,6.42,Norway
60.31,6.51,Norway
60.31,6.59,Norway
60.31,6.68,Norway
60.31,6.76,Norway
60.31,6.85,Norway
60.31,6.93,Norway
60.31,7.02,Norway
60.31,7.1,Norway
60.31,7.19,Norway
60.31,7.27,Norway
60.31,7.36,Norway
60.31,7.44,Norway
60.31,7.53,Norway
60.31,7.61,Norway
60.31,7.7,Norway
60.31,7.78,Norway
60.31,7.87,Norway
60.31,7.95,Norway
60.31,8.04,Norway
60.31,8.12,Norway
60.31,8.21,Norway
60.31,8.29,Norway
60.31,8.38,Norway
60.31,8.46,Norway
60.31,8.55,Norway
60.31,8.63,Norway
60.31,8.72,Norway
60.31,8.8,Norway
60.31,8.89,Norway
60.31,8.97,Norway
60.31,9.06,Norway
60.31,9.14,Norway
60.31,9.23,Norway
60.31,9.31,Norway
60.31,9.4,Norway
60.31,9.48,Norway
60.31,9.57,Norway
60.31,9.65,Norway
60.31,9.74,Norway
60.31,9.82,Norway
60.31,9.91,Norway
60.31,9.99,Norway
60.31,10.08,Norway
60.31,10.16,Norway
60.31,10.25,Norway
60.31,10.33,Norway
60.31,10.42,Norway
60.31,10.5,Norway
60.31,10.59,Norway
60.31,10.67,Norway
60.31,10.76,Norway
60.31,10.84,Norway
60.31,10.93,Norway
60.31,11.01,Norway
60.31,11.1,Norway
60.31,11.18,Norway
60.31,11.27,Norway
60.31,11.35,Norway
60.31,11.44,Norway
60.31,11.52,Norway
60.31,11.61,Norway
60.31,11.69,Norway
60.31,11.78,Norway
60.31,11.86,Norway
60.31,11.95,Norway
60.31,12.03,Norway
60.31,12.12,Norway
60.31,12.2,Norway
60.31,12.29,Norway
60.31,12.37,Norway
60.31,12.46,Norway
60.36,4.89,Norway
60.36,4.98,Norway
60.36,5.06,Norway
60.36,5.15,Norway
60.36,5.23,Norway
60.36,5.32,Norway
60.36,5.4,Norway
60.36,5.49,Norway
60.36,5.57,Norway
60.36,5.66,Norway
60.36,5.74,Norway
60.36,5.83,Norway
60.36,5.91,Norway
60.36,6.0,Norway
60.36,6.08,Norway
60.36,6.17,Norway
60.36,6.25,Norway
60.36,6.34,Norway
60.36,6.42,Norway
60.36,6.51,Norway
60.36,6.59,Norway
60.36,6.68,Norway
60.36,6.76,Norway
60.36,6.85,Norway
60.36,6.93,Norway
60.36,7.02,Norway
60.36,7.1,Norway
60.36,7.19,Norway
60.36,7.27,Norway
60.36,7.36,Norway
60.36,7.44,Norway
60.36,7.53,Norway
60.36,7.61,Norway
60.36,7.7,Norway
60.36,7.78,Norway
60.36,7.87,Norway
60.36,7.95,Norway
60.36,8.04,Norway
60.36,8.12,Norway
60.36,8.21,Norway
60.36,8.29,Norway
60.36,8.38,Norway
60.36,8.46,Norway
60.36,8.55,Norway
60.36,8.63,Norway
60.36,8.72,Norway
60.36,8.8,Norway
60.36,8.89,Norway
60.36,8.97,Norway
60.36,9.06,Norway
60.36,9.14,Norway
60.36,9.23,Norway
60.36,9.31,Norway
60.36,9.4,Norway
60.36,9.48,Norway
60.36,9.57,Norway
60.36,9.65,Norway
60.36,9.74,Norway
60.36,9.82,Norway
60.36,9.91,Norway
60.36,9.99,Norway
60.36,10.08,Norway
60.36,10.16,Norway
60.36,10.25,Norway
60.36,10.33,Norway
60.36,10.42,Norway
60.36,10.5,Norway
60.36,10.59,Norway
60.36,10.67,Norway
60.36,10.76,Norway
60.36,10.84,Norway
60.36,10.93,Norway
60.36,11.01,Norway
60.36,11.1,Norway
60.36,11.18,Norway
60.36,11.27,Norway
60.36,11.35,Norway
60.36,11.44,Norway
60.36,11.52,Norway
60.36,11.61,Norway
60.36,11.69,Norway
60.36,11.78,Norway
60.36,11.86,Norway
60.36,11.95,Norway
60.36,12.03,Norway
60.36,12.12,Norway
60.36,12.2,Norway
60.36,12.29,Norway
60.36,12.37,Norway
60.36,12.46,Norway
60.36,12.54,Norway
60.4,4.89,Norway
60.4,4.98,Norway
60.4,5.06,Norway
60.4,5.15,Norway
60.4,5.23,Norway
60.4,5.32,Norway
60.4,5.4,Norway
60.4,5.49,Norway
60.4,5.57,Norway
60.4,5.66,Norway
60.4,5.74,Norway
60.4,5.83,Norway
60.4,5.91,Norway
60.4,6.0,Norway
60.4,6.08,Norway
60.4,6.17,Norway
60.4,6.25,Norway
60.4,6.34,Norway
60.4,6.42,Norway
60.4,6.51,Norway
60.4,6.59,Norway
60.4,6.68,Norway
60.4,6.76,Norway
60.4,6.85,Norway
60.4,6.93,Norway
60.4,7.02,Norway
60.4,7.1,Norway
60.4,7.19,Norway
60.4,7.27,Norway
60.4,7.36,Norway
60.4,7.44,Norway
60.4,7.53,Norway
60.4,7.61,Norway
60.4,7.7,Norway
60.4,7.78,Norway
60.4,7.87,Norway
60.4,7.95,Norway
60.4,8.04,Norway
60.4,8.12,Norway
60.4,8.21,Norway
60.4,8.29,Norway
60.4,8.38,Norway
60.4,8.46,Norway
60.4,8.55,Norway
60.4,8.63,Norway
60.4,8.72,Norway
60.4,8.8,Norway
60.4,8.89,Norway
60.4,8.97,Norway
60.4,9.06,Norway
60.4,9.14,Norway
60.4,9.23,Norway
60.4,9.31,Norway
60.4,9.4,Norway
60.4,9.48,Norway
60.4,9.57,Norway
60.4,9.65,Norway
60.4,9.74,Norway
60.4,9.82,Norway
60.4,9.91,Norway
60.4,9.99,Norway
60.4,10.08,Norway
60.4,10.16,Norway
60.4,10.25,Norway
60.4,10.33,Norway
60.4,10.42,Norway
60.4,10.5,Norway
60.4,10.59,Norway
60.4,10.67,Norway
60.4,10.76,Norway
60.4,10.84,Norway
60.4,10.93,Norway
60.4,11.01,Norway
60.4,11.1,Norway
60.4,11.18,Norway
60.4,11.27,Norway
60.4,11.35,Norway
60.4,11.44,Norway
60.4,11.52,Norway
60.4,11.61,Norway
60.4,11.69,Norway
60.4,11.78,Norway
60.4,11.86,Norway
60.4,11.95,Norway
60.4,12.03,Norway
60.4,12.12,Norway
60.4,12.2,Norway
60.4,12.29,Norway
60.4,12.37,Norway
60.4,12.46,Norway
60.4,12.54,Norway
60.44,4.89,Norway
60.44,4.98,Norway
60.44,5.06,Norway
60.44,5.15,Norway
60.44,5.23,Norway
60.44,5.32,Norway
60.44,5.4,Norway
60.44,5.49,Norway
60.44,5.57,Norway
60.44,5.66,Norway
60.44,5.74,Norway
60.44,5.83,Norway
60.44,5.91,Norway
60.44,6.0,Norway
60.44,6.08,Norway
60.44,6.17,Norway
60.44,6.25,Norway
60.44,6.34,Norway
60.44,6.42,Norway
60.44,6.51,Norway
60.44,6.59,Norway
60.44,6.68,Norway
60.44,6.76,Norway
60.44,6.85,Norway
60.44,6.93,Norway
60.44,7.02,Norway
60.44,7.1,Norway
60.44,7.19,Norway
60.44,7.27,Norway
60.44,7.36,Norway
60.44,7.44,Norway
60.44,7.53,Norway
60.44,7.61,Norway
60.44,7.7,Norway
60.44,7.78,Norway
60.44,7.87,Norway
60.44,7.95,Norway
60.44,8.04,Norway
60.44,8.12,Norway
60.44,8.21,Norway
60.44,8.29,Norway
60.44,8.38,Norway
60.44,8.46,Norway
60.44,8.55,Norway
60.44,8.63,Norway
60.44,8.72,Norway
60.44,8.8,Norway
60.44,8.89,Norway
60.44,8.97,Norway
60.44,9.06,Norway
60.44,9.14,Norway
60.44,9.23,Norway
60.44,9.31,Norway
60.44,9.4,Norway
60.44,9.48,Norway
60.44,9.57,Norway
60.44,9.65,Norway
60.44,9.74,Norway
60.44,9.82,Norway
60.44,9.91,Norway
60.44,9.99,Norway
60.44,10.08,Norway
60.44,10.16,Norway
60.44,10.25,Norway
60.44,10.33,Norway
60.44,10.42,Norway
60.44,10.5,Norway
60.44,10.59,Norway
60.44,10.67,Norway
60.44,10.76,Norway
60.44,10.84,Norway
60.44,10.93,Norway
60.44,11.01,Norway
60.44,11.1,Norway
60.44,11.18,Norway
60.44,11.27,Norway
60.44,11.35,Norway
60.44,11.44,Norway
60.44,11.52,Norway
60.44,11.61,Norway
60.44,11.69,Norway
60.44,11.78,Norway
60.44,11.86,Norway
60.44,11.95,Norway
60.44,12.03,Norway
60.44,12.12,Norway
60.44,12.2,Norway
60.44,12.29,Norway
60.44,12.37,Norway
60.44,12.46,Norway
60.44,12.54,Norway
60.44,12.63,Norway
60.48,4.89,Norway
60.48,4.98,Norway
60.48,5.06,Norway
60.48,5.15,Norway
60.48,5.23,Norway
60.48,5.32,Norway
60.48,5.4,Norway
60.48,5.49,Norway
60.48,5.57,Norway
60.48,5.66,Norway
60.48,5.74,Norway
60.48,5.83,Norway
60.48,5.91,Norway
60.48,6.0,Norway
60.48,6.08,Norway
60.48,6.17,Norway
60.48,6.25,Norway
60.48,6.34,Norway
60.48,6.42,Norway
60.48,6.51,Norway
60.48,6.59,Norway
60.48,6.68,Norway
60.48,6.76,Norway
60.48,6.85,Norway
60.48,6.93,Norway
60.48,7.02,Norway
60.48,7.1,Norway
60.48,7.19,Norway
60.48,7.27,Norway
60.48,7.36,Norway
60.48,7.44,Norway
60.48,7.53,Norway
60.48,7.61,Norway
60.48,7.7,Norway
60.48,7.78,Norway
60.48,7.87,Norway
60.48,7.95,Norway
60.48,8.04,Norway
60.48,8.12,Norway
60.48,8.21,Norway
60.48,8.29,Norway
60.48,8.38,Norway
60.48,8.46,Norway
60.48,8.55,Norway
60.48,8.63,Norway
60.48,8.72,Norway
60.48,8.8,Norway
60.48,8.89,Norway
60.48,8.97,Norway
60.48,9.06,Norway
60.48,9.14,Norway
60.48,9.23,Norway
60.48,9.31,Norway
60.48,9.4,Norway
60.48,9.48,Norway
60.48,9.57,Norway
60.48,9.65,Norway
60.48,9.74,Norway
60.48,9.82,Norway
60.48,9.91,Norway
60.48,9.99,Norway
60.48,10.08,Norway
60.48,10.16,Norway
60.48,10.25,Norway
60.48,10.33,Norway
60.48,10.42,Norway
60.48,10.5,Norway
60.48,10.59,Norway
60.48,10.67,Norway
60.48,10.76,Norway
60.48,10.84,Norway
60.48,10.93,Norway
60.48,11.01,Norway
60.48,11.1,Norway
60.48,11.18,Norway
60.48,11.27,Norway
60.48,11.35,Norway
60.48,11.44,Norway
60.48,11.52,Norway
60.48,11.61,Norway
60.48,11.69,Norway
60.48,11.78,Norway
60.48,11.86,Norway
60.48,11.95,Norway
60.48,12.03,Norway
60.48,12.12,Norway
60.48,12.2,Norway
60.48,12.29,Norway
60.48,12.37,Norway
60.48,12.46,Norway
60.48,12.54,Norway
60.48,12.63,Norway
60.52,4.81,Norway
60.52,4.89,Norway
60.52,4.98,Norway
60.52,5.06,Norway
60.52,5.15,Norway
60.52,5.23,Norway
60.52,5.32,Norway
60.52,5.4,Norway
60.52,5.49,Norway
60.52,5.57,Norway
60.52,5.66,Norway
60.52,5.74,Norway
60.52,5.83,Norway
60.52,5.91,Norway
60.52,6.0,Norway
60.52,6.08,Norway
60.52,6.17,Norway
60.52,6.25,Norway
60.52,6.34,Norway
60.52,6.42,Norway
60.52,6.51,Norway
60.52,6.59,Norway
60.52,6.68,Norway
60.52,6.76,Norway
60.52,6.85,Norway
60.52,6.93,Norway
60.52,7.02,Norway
60.52,7.1,Norway
60.52,7.19,Norway
60.52,7.27,Norway
60.52,7.36,Norway
60.52,7.44,Norway
60.52,7.53,Norway
60.52,7.61,Norway
60.52,7.7,Norway
60.52,7.78,Norway
60.52,7.87,Norway
60.52,7.95,Norway
60.52,8.04,Norway
60.52,8.12,Norway
60.52,8.21,Norway
60.52,8.29,Norway
60.52,8.38,Norway
60.52,8.46,Norway
60.52,8.55,Norway
60.52,8.63,Norway
60.52,8.72,Norway
60.52,8.8,Norway
60.52,8.89,Norway
60.52,8.97,Norway
60.52,9.06,Norway
60.52,9.14,Norway
60.52,9.23,Norway
60.52,9.31,Norway
60.52,9.4,Norway
60.52,9.48,Norway
60.52,9.57,Norway
60.52,9.65,Norway
60.52,9.74,Norway
60.52,9.82,Norway
60.52,9.91,Norway
60.52,9.99,Norway
60.52,10.08,Norway
60.52,10.16,Norway
60.52,10.25,Norway
60.52,10.33,Norway
60.52,10.42,Norway
60.52,10.5,Norway
60.52,10.59,Norway
60.52,10.67,Norway
60.52,10.76,Norway
60.52,10.84,Norway
60.52,10.93,Norway
60.52,11.01,Norway
60.52,11.1,Norway
60.52,11.18,Norway
60.52,11.27,Norway
60.52,11.35,Norway
60.52,11.44,Norway
60.52,11.52,Norway
60.52,11.61,Norway
60.52,11.69,Norway
60.52,11.78,Norway
60.52,11.86,Norway
60.52,11.95,Norway
60.52,12.03,Norway
60.52,12.12,Norway
60.52,12.2,Norway
60.52,12.29,Norway
60.52,12.37,Norway
60.52,12.46,Norway
60.52,12.54,Norway
60.52,12.63,Norway
60.56,4.81,Norway
60.56,4.89,Norway
60.56,4.98,Norway
60.56,5.06,Norway
60.56,5.15,Norway
60.56,5.23,Norway
60.56,5.32,Norway
60.56,5.4,Norway
60.56,5.49,Norway
60.56,5.57,Norway
60.56,5.66,Norway
60.56,5.74,Norway
60.56,5.83,Norway
60.56,5.91,Norway
60.56,6.0,Norway
60.56,6.08,Norway
60.56,6.17,Norway
60.56,6.25,Norway
60.56,6.34,Norway
60.56,6.42,Norway
60.56,6.51,Norway
60.56,6.59,Norway
60.56,6.68,Norway
60.56,6.76,Norway
60.56,6.85,Norway
60.56,6.93,Norway
60.56,7.02,Norway
60.56,7.1,Norway
60.56,7.19,Norway
60.56,7.27,Norway
60.56,7.36,Norway
60.56,7.44,Norway
60.56,7.53,Norway
60.56,7.61,Norway
60.56,7.7,Norway
60.56,7.78,Norway
60.56,7.87,Norway
60.56,7.95,Norway
60.56,8.04,Norway
60.56,8.12,Norway
60.56,8.21,Norway
60.56,8.29,Norway
60.56,8.38,Norway
60.56,8.46,Norway
60.56,8.55,Norway
60.56,8.63,Norway
60.56,8.72,Norway
60.56,8.8,Norway
60.56,8.89,Norway
60.56,8.97,Norway
60.56,9.06,Norway
60.56,9.14,Norway
60.56,9.23,Norway
60.56,9.31,Norway
60.56,9.4,Norway
60.56,9.48,Norway
60.56,9.57,Norway
60.56,9.65,Norway
60.56,9.74,Norway
60.56,9.82,Norway
60.56,9.91,Norway
60.56,9.99,Norway
60.56,10.08,Norway
60.56,10.16,Norway
60.56,10.25,Norway
60.56,10.33,Norway
60.56,10.42,Norway
60.56,10.5,Norway
60.56,10.59,Norway
60.56,10.67,Norway
60.56,10.76,Norway
60.56,10.84,Norway
60.56,10.93,Norway
60.56,11.01,Norway
60.56,11.1,Norway
60.56,11.18,Norway
60.56,11.27,Norway
60.56,11.35,Norway
60.56,11.44,Norway
60.56,11.52,Norway
60.56,11.61,Norway
60.56,11.69,Norway
60.56,11.78,Norway
60.56,11.86,Norway
60.56,11.95,Norway
60.56,12.03,Norway
60.56,12.12,Norway
60.56,12.2,Norway
60.56,12.29,Norway
60.56,12.37,Norway
60.56,12.46,Norway
60.56,12.54,Norway
60.6,4.81,Norway
60.6,4.89,Norway
60.6,4.98,Norway
60.6,5.06,Norway
60.6,5.15,Norway
60.6,5.23,Norway
60.6,5.32,Norway
60.6,5.4,Norway
60.6,5.49,Norway
60.6,5.57,Norway
60.6,5.66,Norway
60.6,5.74,Norway
60.6,5.83,Norway
60.6,5.91,Norway
60.6,6.0,Norway
60.6,6.08,Norway
60.6,6.17,Norway
60.6,6.25,Norway
60.6,6.34,Norway
60.6,6.42,Norway
60.6,6.51,Norway
60.6,6.59,Norway
60.6,6.68,Norway
60.6,6.76,Norway
60.6,6.85,Norway
60.6,6.93,Norway
60.6,7.02,Norway
60.6,7.1,Norway
60.6,7.19,Norway
60.6,7.27,Norway
60.6,7.36,Norway
60.6,7.44,Norway
60.6,7.53,Norway
60.6,7.61,Norway
60.6,7.7,Norway
60.6,7.78,Norway
60.6,7.87,Norway
60.6,7.95,Norway
60.6,8.04,Norway
60.6,8.12,Norway
60.6,8.21,Norway
60.6,8.29,Norway
60.6,8.38,Norway
60.6,8.46,Norway
60.6,8.55,Norway
60.6,8.63,Norway
60.6,8.72,Norway
60.6,8.8,Norway
60.6,8.89,Norway
60.6,8.97,Norway
60.6,9.06,Norway
60.6,9.14,Norway
60.6,9.23,Norway
60.6,9.31,Norway
60.6,9.4,Norway
60.6,9.48,Norway
60.6,9.57,Norway
60.6,9.65,Norway
60.6,9.74,Norway
60.6,9.82,Norway
60.6,9.91,Norway
60.6,9.99,Norway
60.6,10.08,Norway
60.6,10.16,Norway
60.6,10.25,Norway
60.6,10.33,Norway
60.6,10.42,Norway
60.6,10.5,Norway
60.6,10.59,Norway
60.6,10.67,Norway
60.6,10.76,Norway
60.6,10.84,Norway
60.6,10.93,Norway
60.6,11.01,Norway
60.6,11.1,Norway
60.6,11.18,Norway
60.6,11.27,Norway
60.6,11.35,Norway
60.6,11.44,Norway
60.6,11.52,Norway
60.6,11.61,Norway
60.6,11.69,Norway
60.6,11.78,Norway
60.6,11.86,Norway
60.6,11.95,Norway
60.6,12.03,Norway
60.6,12.12,Norway
60.6,12.2,Norway
60.6,12.29,Norway
60.6,12.37,Norway
60.6,12.46,Norway
60.6,12.54,Norway
60.64,4.81,Norway
60.64,4.89,Norway
60.64,4.98,Norway
60.64,5.06,Norway
60.64,5.15,Norway
60.64,5.23,Norway
60.64,5.32,Norway
60.64,5.4,Norway
60.64,5.49,Norway
60.64,5.57,Norway
60.64,5.66,Norway
60.64,5.74,Norway
60.64,5.83,Norway
60.64,5.91,Norway
60.64,6.0,Norway
60.64,6.08,Norway
60.64,6.17,Norway
60.64,6.25,Norway
60.64,6.34,Norway
60.64,6.42,Norway
60.64,6.51,Norway
60.64,6.59,Norway
60.64,6.68,Norway
60.64,6.76,Norway
60.64,6.85,Norway
60.64,6.93,Norway
60.64,7.02,Norway
60.64,7.1,Norway
60.64,7.19,Norway
60.64,7.27,Norway
60.64,7.36,Norway
60.64,7.44,Norway
60.64,7.53,Norway
60.64,7.61,Norway
60.64,7.7,Norway
60.64,7.78,Norway
60.64,7.87,Norway
60.64,7.95,Norway
60.64,8.04,Norway
60.64,8.12,Norway
60.64,8.21,Norway
60.64,8.29,Norway
60.64,8.38,Norway
60.64,8.46,Norway
60.64,8.55,Norway
60.64,8.63,Norway
60.64,8.72,Norway
60.64,8.8,Norway
60.64,8.89,Norway
60.64,8.97,Norway
60.64,9.06,Norway
60.64,9.14,Norway
60.64,9.23,Norway
60.64,9.31,Norway
60.64,9.4,Norway
60.64,9.48,Norway
60.64,9.57,Norway
60.64,9.65,Norway
60.64,9.74,Norway
60.64,9.82,Norway
60.64,9.91,Norway
60.64,9.99,Norway
60.64,10.08,Norway
60.64,10.16,Norway
60.64,10.25,Norway
60.64,10.33,Norway
