,latitude,longitude,date,time,symbol,temperature,wind,weatherRank,maxRank
35,61.4604796083719,8.953447547377229,2022-11-05,06:00:00,partlycloudy_day,-2.1,6.2,0.7794405250296461,0.8025418946692566
33,61.4604796083719,8.953447547377229,2022-11-05,04:00:00,snow,-2.1,6.0,0.2769977693945389,0.8025418946692566
30,61.4604796083719,8.953447547377229,2022-11-05,01:00:00,snow,-1.4,7.4,0.24631838761849506,0.8025418946692566
45,61.4604796083719,8.953447547377229,2022-11-05,16:00:00,fog,-4.3,5.5,0.2222312944094178,0.8025418946692566
47,61.4604796083719,8.953447547377229,2022-11-05,18:00:00,fog,-4.2,5.7,0.2196907325148441,0.8025418946692566
29,61.4604796083719,8.953447547377229,2022-11-05,00:00:00,snow,-1.1,8.3,0.21789401247600562,0.8025418946692566
46,61.4604796083719,8.953447547377229,2022-11-05,17:00:00,fog,-4.6,5.9,0.2157318505372391,0.8025418946692566
31,61.4604796083719,8.953447547377229,2022-11-05,02:00:00,snow,-1.8,8.4,0.21224240048150475,0.8025418946692566
34,61.4604796083719,8.953447547377229,2022-11-05,05:00:00,lightsnowshowers_day,-2.2,5.9,0.1932616030071298,0.8025418946692566
32,61.4604796083719,8.953447547377229,2022-11-05,03:00:00,lightsnow,-1.9,6.6,0.18064002563231524,0.8025418946692566
35,61.100750966004405,6.753058774509903,2022-11-05,06:00:00,cloudy,0.6,4.6,0.8016568374378743,0.8016568374378743
36,61.100750966004405,6.753058774509903,2022-11-05,07:00:00,cloudy,0.1,5.2,0.794216722823191,0.8016568374378743
32,61.100750966004405,6.753058774509903,2022-11-05,03:00:00,cloudy,0.6,5.5,0.7924735039225533,0.8016568374378743
34,61.100750966004405,6.753058774509903,2022-11-05,05:00:00,cloudy,0.3,5.6,0.7899966609223672,0.8016568374378743
37,61.100750966004405,6.753058774509903,2022-11-05,08:00:00,cloudy,0.0,6.5,0.7731085472981404,0.8016568374378743
33,61.100750966004405,6.753058774509903,2022-11-05,04:00:00,cloudy,0.4,6.8,0.7676942794207609,0.8016568374378743
30,61.100750966004405,6.753058774509903,2022-11-05,01:00:00,sleet,1.6,2.9,0.3684938346178182,0.8016568374378743
29,61.100750966004405,6.753058774509903,2022-11-05,00:00:00,sleet,1.7,3.5,0.3670364901368853,0.8016568374378743
31,61.100750966004405,6.753058774509903,2022-11-05,02:00:00,snow,1.0,3.1,0.31171997549840363,0.8016568374378743
46,61.100750966004405,6.753058774509903,2022-11-05,17:00:00,snow,0.6,5.0,0.29923694762851716,0.8016568374378743
45,61.100750966004405,6.753058774509903,2022-11-05,16:00:00,snow,0.5,5.4,0.29443384396421335,0.8016568374378743
44,61.100750966004405,6.753058774509903,2022-11-05,15:00:00,lightsleet,0.9,3.8,0.22361830672139857,0.8016568374378743
43,61.100750966004405,6.753058774509903,2022-11-05,14:00:00,lightsleet,1.3,4.5,0.22113290707357966,0.8016568374378743
47,61.100750966004405,6.753058774509903,2022-11-05,18:00:00,lightsnow,0.7,4.4,0.21944788346894364,0.8016568374378743
39,61.100750966004405,6.753058774509903,2022-11-05,10:00:00,lightsleet,0.9,4.6,0.21878022715139853,0.8016568374378743
42,61.100750966004405,6.753058774509903,2022-11-05,13:00:00,lightsleetshowers_day,1.3,5.0,0.21689753712779877,0.8016568374378743
38,61.100750966004405,6.753058774509903,2022-11-05,09:00:00,lightsleet,0.4,4.6,0.2168567617416159,0.8016568374378743
41,61.100750966004405,6.753058774509903,2022-11-05,12:00:00,lightsleetshowers_day,1.4,5.1,0.21629743800710796,0.8016568374378743
40,61.100750966004405,6.753058774509903,2022-11-05,11:00:00,lightsleet,1.1,5.4,0.21166485822036035,0.8016568374378743
43,60.920886644820655,7.8532531609435665,2022-11-05,14:00:00,partlycloudy_night,-2.6,4.9,0.795768898670027,0.795768898670027
33,60.920886644820655,7.8532531609435665,2022-11-05,04:00:00,partlycloudy_day,-2.1,5.5,0.7905266797945797,0.795768898670027
37,60.920886644820655,7.8532531609435665,2022-11-05,08:00:00,partlycloudy_day,-4.7,5.0,0.7897349020039718,0.795768898670027
36,60.920886644820655,7.8532531609435665,2022-11-05,07:00:00,partlycloudy_day,-4.7,5.2,0.7876516991090371,0.795768898670027
45,60.920886644820655,7.8532531609435665,2022-11-05,16:00:00,partlycloudy_night,-2.7,5.9,0.7830078242308462,0.795768898670027
34,60.920886644820655,7.8532531609435665,2022-11-05,05:00:00,partlycloudy_day,-3.1,6.0,0.7802903687879809,0.795768898670027
44,60.920886644820655,7.8532531609435665,2022-11-05,15:00:00,partlycloudy_night,-2.6,6.1,0.7798702435377157,0.795768898670027
38,60.920886644820655,7.8532531609435665,2022-11-05,09:00:00,partlycloudy_day,-4.0,6.1,0.7763421914709662,0.795768898670027
42,60.920886644820655,7.8532531609435665,2022-11-05,13:00:00,partlycloudy_day,-2.7,6.3,0.775839389350685,0.795768898670027
35,60.920886644820655,7.8532531609435665,2022-11-05,06:00:00,partlycloudy_day,-3.6,6.4,0.7715164410354759,0.795768898670027
39,60.920886644820655,7.8532531609435665,2022-11-05,10:00:00,cloudy,-3.5,6.3,0.7666826574786997,0.795768898670027
31,60.920886644820655,7.8532531609435665,2022-11-05,02:00:00,partlycloudy_night,-1.8,6.9,0.7649035353177049,0.795768898670027
41,60.920886644820655,7.8532531609435665,2022-11-05,12:00:00,partlycloudy_day,-2.6,6.9,0.7626167626322555,0.795768898670027
40,60.920886644820655,7.8532531609435665,2022-11-05,11:00:00,cloudy,-3.1,6.6,0.7613650046878168,0.795768898670027
32,60.920886644820655,7.8532531609435665,2022-11-05,03:00:00,partlycloudy_day,-2.0,7.4,0.7505308119861412,0.795768898670027
47,60.920886644820655,7.8532531609435665,2022-11-05,18:00:00,cloudy,-3.7,7.1,0.7474565836057353,0.795768898670027
46,60.920886644820655,7.8532531609435665,2022-11-05,17:00:00,partlycloudy_night,-2.7,7.5,0.7455519085725673,0.795768898670027
30,60.920886644820655,7.8532531609435665,2022-11-05,01:00:00,lightsnow,-1.5,8.1,0.13840198047053678,0.795768898670027
29,60.920886644820655,7.8532531609435665,2022-11-05,00:00:00,lightsnow,-1.4,11.1,0.05146894648526178,0.795768898670027
30,62.000072571923134,7.486521698799011,2022-11-05,01:00:00,cloudy,-1.8,5.0,0.7900091190379294,0.7900091190379294
29,62.000072571923134,7.486521698799011,2022-11-05,00:00:00,cloudy,-2.0,5.0,0.7894181308301306,0.7900091190379294
41,62.000072571923134,7.486521698799011,2022-11-05,12:00:00,partlycloudy_day,-2.5,8.3,0.7197339935791618,0.7900091190379294
38,62.000072571923134,7.486521698799011,2022-11-05,09:00:00,partlycloudy_day,-1.7,8.6,0.7115749741584217,0.7900091190379294
39,62.000072571923134,7.486521698799011,2022-11-05,10:00:00,partlycloudy_day,-1.8,8.6,0.7112745655043339,0.7900091190379294
37,62.000072571923134,7.486521698799011,2022-11-05,08:00:00,cloudy,-1.8,8.5,0.7076802343390202,0.7900091190379294
40,62.000072571923134,7.486521698799011,2022-11-05,11:00:00,partlycloudy_day,-2.1,8.7,0.7068959594600199,0.7900091190379294
42,62.000072571923134,7.486521698799011,2022-11-05,13:00:00,cloudy,-2.7,8.5,0.705121870904175,0.7900091190379294
36,62.000072571923134,7.486521698799011,2022-11-05,07:00:00,cloudy,-1.7,8.6,0.704481197028266,0.7900091190379294
31,62.000072571923134,7.486521698799011,2022-11-05,02:00:00,cloudy,-0.8,10.4,0.6518458260094001,0.7900091190379294
47,62.000072571923134,7.486521698799011,2022-11-05,18:00:00,lightsnow,-2.2,5.8,0.19484037542299604,0.7900091190379294
46,62.000072571923134,7.486521698799011,2022-11-05,17:00:00,lightsnow,-2.5,6.9,0.1717558921531513,0.7900091190379294
34,62.000072571923134,7.486521698799011,2022-11-05,05:00:00,lightsnow,-1.0,7.2,0.16826014450250654,0.7900091190379294
33,62.000072571923134,7.486521698799011,2022-11-05,04:00:00,lightsnow,-1.5,7.4,0.16089737312377564,0.7900091190379294
43,62.000072571923134,7.486521698799011,2022-11-05,14:00:00,lightsnow,-2.1,8.1,0.13660921884398344,0.7900091190379294
45,62.000072571923134,7.486521698799011,2022-11-05,16:00:00,lightsnow,-2.4,8.2,0.13233199841013574,0.7900091190379294
32,62.000072571923134,7.486521698799011,2022-11-05,03:00:00,lightsnow,-1.0,8.7,0.1191388185192686,0.7900091190379294
44,62.000072571923134,7.486521698799011,2022-11-05,15:00:00,lightsnow,-2.4,8.6,0.11840477338152995,0.7900091190379294
35,62.000072571923134,7.486521698799011,2022-11-05,06:00:00,lightsnow,-1.3,9.5,0.09127212481667533,0.7900091190379294
34,60.20142936008567,7.119790236654458,2022-11-05,05:00:00,cloudy,-2.2,4.9,0.7897928897218156,0.7897928897218156
45,60.20142936008567,7.119790236654458,2022-11-05,16:00:00,cloudy,-0.4,5.7,0.7860625862244717,0.7897928897218156
35,60.20142936008567,7.119790236654458,2022-11-05,06:00:00,cloudy,-1.4,5.7,0.7827708889486227,0.7897928897218156
41,60.20142936008567,7.119790236654458,2022-11-05,12:00:00,cloudy,-0.5,5.9,0.7826408163560923,0.7897928897218156
36,60.20142936008567,7.119790236654458,2022-11-05,07:00:00,cloudy,-1.2,5.9,0.7803247934444449,0.7897928897218156
33,60.20142936008567,7.119790236654458,2022-11-05,04:00:00,cloudy,-3.1,5.8,0.7764372333348535,0.7897928897218156
37,60.20142936008567,7.119790236654458,2022-11-05,08:00:00,cloudy,-1.2,6.5,0.7690328247480248,0.7897928897218156
31,60.20142936008567,7.119790236654458,2022-11-05,02:00:00,partlycloudy_night,-1.5,6.8,0.7682984888987479,0.7897928897218156
40,60.20142936008567,7.119790236654458,2022-11-05,11:00:00,cloudy,-0.7,6.7,0.7661727093197543,0.7897928897218156
32,60.20142936008567,7.119790236654458,2022-11-05,03:00:00,cloudy,-2.1,6.6,0.7640973473381183,0.7897928897218156
38,60.20142936008567,7.119790236654458,2022-11-05,09:00:00,cloudy,-1.1,6.8,0.7624664566147902,0.7897928897218156
46,60.20142936008567,7.119790236654458,2022-11-05,17:00:00,cloudy,-0.6,7.2,0.7536322264779249,0.7897928897218156
39,60.20142936008567,7.119790236654458,2022-11-05,10:00:00,cloudy,-0.6,7.7,0.738596025869177,0.7897928897218156
29,60.20142936008567,7.119790236654458,2022-11-05,00:00:00,lightsnow,-0.3,4.7,0.2135233713126038,0.7897928897218156
42,60.20142936008567,7.119790236654458,2022-11-05,13:00:00,lightsnow,-0.5,6.2,0.19335495766139302,0.7897928897218156
47,60.20142936008567,7.119790236654458,2022-11-05,18:00:00,lightsnow,-1.3,6.4,0.18678191346990974,0.7897928897218156
44,60.20142936008567,7.119790236654458,2022-11-05,15:00:00,lightsnow,-0.5,7.3,0.1670853915633508,0.7897928897218156
43,60.20142936008567,7.119790236654458,2022-11-05,14:00:00,lightsnow,-0.9,7.3,0.16574118773744767,0.7897928897218156
30,60.20142936008567,7.119790236654458,2022-11-05,01:00:00,lightsnow,-1.3,7.9,0.14575096862961148,0.7897928897218156
41,62.000072571923134,10.420373395955446,2022-11-05,12:00:00,partlycloudy_day,0.5,6.3,0.7861757674806639,0.7861757674806639
40,62.000072571923134,10.420373395955446,2022-11-05,11:00:00,partlycloudy_day,0.4,7.1,0.767058432863786,0.7861757674806639
39,62.000072571923134,10.420373395955446,2022-11-05,10:00:00,partlycloudy_day,0.3,8.0,0.7390391634172949,0.7861757674806639
31,62.000072571923134,10.420373395955446,2022-11-05,02:00:00,sleet,1.0,10.0,0.22353241527490217,0.7861757674806639
42,62.000072571923134,10.420373395955446,2022-11-05,13:00:00,fog,0.5,6.8,0.21248529264378624,0.7861757674806639
29,62.000072571923134,10.420373395955446,2022-11-05,00:00:00,sleet,0.9,10.8,0.20407759742723885,0.7861757674806639
30,62.000072571923134,10.420373395955446,2022-11-05,01:00:00,sleet,1.3,11.2,0.19836455879541984,0.7861757674806639
43,62.000072571923134,10.420373395955446,2022-11-05,14:00:00,fog,0.3,7.8,0.18298405786452868,0.7861757674806639
33,62.000072571923134,10.420373395955446,2022-11-05,04:00:00,sleet,0.6,13.4,0.17476835355268988,0.7861757674806639
32,62.000072571923134,10.420373395955446,2022-11-05,03:00:00,sleet,1.2,14.1,0.1746335718877878,0.7861757674806639
44,62.000072571923134,10.420373395955446,2022-11-05,15:00:00,fog,-0.1,8.1,0.17151536361966724,0.7861757674806639
47,62.000072571923134,10.420373395955446,2022-11-05,18:00:00,fog,-1.4,8.0,0.17055353658562677,0.7861757674806639
45,62.000072571923134,10.420373395955446,2022-11-05,16:00:00,fog,-0.6,8.1,0.16977346087407394,0.7861757674806639
46,62.000072571923134,10.420373395955446,2022-11-05,17:00:00,fog,-1.1,8.1,0.16811924918200244,0.7861757674806639
38,62.000072571923134,10.420373395955446,2022-11-05,09:00:00,fog,0.2,8.6,0.15525164115128112,0.7861757674806639
36,62.000072571923134,10.420373395955446,2022-11-05,07:00:00,lightsleet,0.2,8.2,0.14072334241037623,0.7861757674806639
37,62.000072571923134,10.420373395955446,2022-11-05,08:00:00,fog,0.2,9.6,0.12173020440572895,0.7861757674806639
35,62.000072571923134,10.420373395955446,2022-11-05,06:00:00,lightsleet,0.3,10.7,0.06495039603169855,0.7861757674806639
34,62.000072571923134,10.420373395955446,2022-11-05,05:00:00,lightsleet,0.3,13.2,0.035703628649518884,0.7861757674806639
44,62.000072571923134,9.686910471666337,2022-11-05,15:00:00,partlycloudy_night,-2.6,5.8,0.7848581881838154,0.7848581881838154
43,62.000072571923134,9.686910471666337,2022-11-05,14:00:00,partlycloudy_night,-1.9,6.1,0.7818598905760161,0.7848581881838154
41,62.000072571923134,9.686910471666337,2022-11-05,12:00:00,partlycloudy_day,-0.9,6.3,0.7812219547801836,0.7848581881838154
40,62.000072571923134,9.686910471666337,2022-11-05,11:00:00,partlycloudy_day,-0.9,6.5,0.7770984209639248,0.7848581881838154
42,62.000072571923134,9.686910471666337,2022-11-05,13:00:00,partlycloudy_day,-1.4,6.5,0.7754957484375699,0.7848581881838154
39,62.000072571923134,9.686910471666337,2022-11-05,10:00:00,partlycloudy_day,-1.0,6.8,0.7698841672742069,0.7848581881838154
45,62.000072571923134,9.686910471666337,2022-11-05,16:00:00,partlycloudy_night,-3.0,6.8,0.7640327073297282,0.7848581881838154
46,62.000072571923134,9.686910471666337,2022-11-05,17:00:00,partlycloudy_night,-3.2,7.0,0.7584562939875318,0.7848581881838154
47,62.000072571923134,9.686910471666337,2022-11-05,18:00:00,fair_night,-3.4,7.3,0.753645521401648,0.7848581881838154
36,62.000072571923134,9.686910471666337,2022-11-05,07:00:00,lightsnow,-1.1,7.0,0.1733638710673911,0.7848581881838154
38,62.000072571923134,9.686910471666337,2022-11-05,09:00:00,lightsnow,-1.3,7.0,0.1727262384703986,0.7848581881838154
37,62.000072571923134,9.686910471666337,2022-11-05,08:00:00,lightsnow,-1.3,7.3,0.16445225186459905,0.7848581881838154
29,62.000072571923134,9.686910471666337,2022-11-05,00:00:00,snow,-0.5,10.0,0.16420628022314607,0.7848581881838154
30,62.000072571923134,9.686910471666337,2022-11-05,01:00:00,snow,0.0,10.1,0.16325831242212005,0.7848581881838154
35,62.000072571923134,9.686910471666337,2022-11-05,06:00:00,lightsnow,-1.2,7.4,0.1618386021600856,0.7848581881838154
31,62.000072571923134,9.686910471666337,2022-11-05,02:00:00,snow,0.0,12.1,0.12777534261348852,0.7848581881838154
32,62.000072571923134,9.686910471666337,2022-11-05,03:00:00,snow,-0.9,14.9,0.11142863332660334,0.7848581881838154
34,62.000072571923134,9.686910471666337,2022-11-05,05:00:00,lightsnow,-1.2,12.4,0.03582410941951426,0.7848581881838154
33,62.000072571923134,9.686910471666337,2022-11-05,04:00:00,lightsnow,-1.0,13.4,0.030221062437255822,0.7848581881838154
46,61.820208250739384,7.8532531609435665,2022-11-05,17:00:00,cloudy,-3.7,5.8,0.7749438331359821,0.7749438331359821
44,61.820208250739384,7.8532531609435665,2022-11-05,15:00:00,partlycloudy_night,-3.7,6.6,0.7669653816191012,0.7749438331359821
42,61.820208250739384,7.8532531609435665,2022-11-05,13:00:00,partlycloudy_day,-3.4,6.7,0.7654032417398483,0.7749438331359821
45,61.820208250739384,7.8532531609435665,2022-11-05,16:00:00,partlycloudy_night,-3.7,6.8,0.7622799844230217,0.7749438331359821
37,61.820208250739384,7.8532531609435665,2022-11-05,08:00:00,partlycloudy_day,-3.1,6.9,0.7612895849134494,0.7749438331359821
40,61.820208250739384,7.8532531609435665,2022-11-05,11:00:00,partlycloudy_day,-3.2,7.0,0.7584562939875318,0.7749438331359821
34,61.820208250739384,7.8532531609435665,2022-11-05,05:00:00,cloudy,-1.6,6.9,0.75841387826581,0.7749438331359821
43,61.820208250739384,7.8532531609435665,2022-11-05,14:00:00,partlycloudy_night,-3.2,7.1,0.7557874520351924,0.7749438331359821
41,61.820208250739384,7.8532531609435665,2022-11-05,12:00:00,partlycloudy_day,-3.4,7.2,0.752524971589234,0.7749438331359821
39,61.820208250739384,7.8532531609435665,2022-11-05,10:00:00,partlycloudy_day,-2.9,7.5,0.7450180022023828,0.7749438331359821
36,61.820208250739384,7.8532531609435665,2022-11-05,07:00:00,partlycloudy_day,-3.0,7.5,0.7447556443109921,0.7749438331359821
33,61.820208250739384,7.8532531609435665,2022-11-05,04:00:00,cloudy,-1.4,7.5,0.7422380243455552,0.7749438331359821
38,61.820208250739384,7.8532531609435665,2022-11-05,09:00:00,partlycloudy_day,-2.9,7.8,0.7355447459145246,0.7749438331359821
35,61.820208250739384,7.8532531609435665,2022-11-05,06:00:00,partlycloudy_day,-2.3,8.5,0.7133208126545804,0.7749438331359821
30,61.820208250739384,7.8532531609435665,2022-11-05,01:00:00,snow,-0.7,8.8,0.2017559363195613,0.7749438331359821
31,61.820208250739384,7.8532531609435665,2022-11-05,02:00:00,lightsnow,-0.9,5.9,0.19725480871758122,0.7749438331359821
47,61.820208250739384,7.8532531609435665,2022-11-05,18:00:00,lightsnowshowers_night,-3.0,7.3,0.1595623588340808,0.7749438331359821
32,61.820208250739384,7.8532531609435665,2022-11-05,03:00:00,lightsnow,-1.2,7.9,0.1460680854167159,0.7749438331359821
29,61.820208250739384,7.8532531609435665,2022-11-05,00:00:00,lightsnow,-0.7,12.1,0.040225921357527464,0.7749438331359821
36,60.56115800245316,7.486521698799011,2022-11-05,07:00:00,cloudy,-3.9,5.8,0.7744693362921258,0.7744693362921258
35,60.56115800245316,7.486521698799011,2022-11-05,06:00:00,cloudy,-4.6,7.8,0.7243889585384422,0.7744693362921258
34,60.56115800245316,7.486521698799011,2022-11-05,05:00:00,cloudy,-4.3,7.9,0.7217605702587948,0.7744693362921258
33,60.56115800245316,7.486521698799011,2022-11-05,04:00:00,cloudy,-3.6,8.9,0.6888653968670743,0.7744693362921258
30,60.56115800245316,7.486521698799011,2022-11-05,01:00:00,snow,-1.5,4.8,0.29383913688617164,0.7744693362921258
29,60.56115800245316,7.486521698799011,2022-11-05,00:00:00,snow,-1.3,6.1,0.27766734030122653,0.7744693362921258
47,60.56115800245316,7.486521698799011,2022-11-05,18:00:00,snow,-2.5,5.9,0.277529183400158,0.7744693362921258
31,60.56115800245316,7.486521698799011,2022-11-05,02:00:00,lightsnow,-1.6,3.7,0.21534619180992434,0.7744693362921258
42,60.56115800245316,7.486521698799011,2022-11-05,13:00:00,lightsnow,-2.8,4.6,0.20662918467444616,0.7744693362921258
46,60.56115800245316,7.486521698799011,2022-11-05,17:00:00,lightsnow,-3.2,4.8,0.20394708481072646,0.7744693362921258
40,60.56115800245316,7.486521698799011,2022-11-05,11:00:00,lightsnow,-2.8,5.1,0.20212940233983234,0.7744693362921258
38,60.56115800245316,7.486521698799011,2022-11-05,09:00:00,lightsnow,-3.3,5.0,0.2018437393681602,0.7744693362921258
44,60.56115800245316,7.486521698799011,2022-11-05,15:00:00,lightsnow,-2.7,5.2,0.2013257488955417,0.7744693362921258
45,60.56115800245316,7.486521698799011,2022-11-05,16:00:00,lightsnow,-2.7,5.3,0.20018967780852415,0.7744693362921258
37,60.56115800245316,7.486521698799011,2022-11-05,08:00:00,lightsnow,-3.8,5.2,0.19853808228948838,0.7744693362921258
39,60.56115800245316,7.486521698799011,2022-11-05,10:00:00,lightsnow,-3.2,5.6,0.1950574985834631,0.7744693362921258
43,60.56115800245316,7.486521698799011,2022-11-05,14:00:00,lightsnow,-3.0,6.1,0.18766680758398094,0.7744693362921258
41,60.56115800245316,7.486521698799011,2022-11-05,12:00:00,lightsnow,-3.3,6.1,0.1868978594232401,0.7744693362921258
32,60.56115800245316,7.486521698799011,2022-11-05,03:00:00,lightsnow,-2.9,7.7,0.1476348418406705,0.7744693362921258
41,61.64034392955564,8.21998462308812,2022-11-05,12:00:00,partlycloudy_day,-6.6,7.3,0.743104741751299,0.743104741751299
42,61.64034392955564,8.21998462308812,2022-11-05,13:00:00,partlycloudy_day,-6.6,7.4,0.7401739752596812,0.743104741751299
40,61.64034392955564,8.21998462308812,2022-11-05,11:00:00,partlycloudy_day,-6.3,7.6,0.7345819683387039,0.743104741751299
37,61.64034392955564,8.21998462308812,2022-11-05,08:00:00,partlycloudy_day,-5.4,7.7,0.7330720286168521,0.743104741751299
38,61.64034392955564,8.21998462308812,2022-11-05,09:00:00,partlycloudy_day,-5.7,7.8,0.7292746981508186,0.743104741751299
39,61.64034392955564,8.21998462308812,2022-11-05,10:00:00,partlycloudy_day,-6.1,8.1,0.7185359615693163,0.743104741751299
36,61.64034392955564,8.21998462308812,2022-11-05,07:00:00,partlycloudy_day,-5.2,8.2,0.716804731300987,0.743104741751299
43,61.64034392955564,8.21998462308812,2022-11-05,14:00:00,partlycloudy_night,-6.2,8.2,0.7149352503228193,0.743104741751299
45,61.64034392955564,8.21998462308812,2022-11-05,16:00:00,lightsnow,-6.1,8.1,0.12740038062655257,0.743104741751299
46,61.64034392955564,8.21998462308812,2022-11-05,17:00:00,lightsnow,-6.1,8.1,0.12740038062655257,0.743104741751299
44,61.64034392955564,8.21998462308812,2022-11-05,15:00:00,lightsnowshowers_night,-6.1,8.2,0.12397576440649823,0.743104741751299
47,61.64034392955564,8.21998462308812,2022-11-05,18:00:00,lightsnow,-5.7,8.4,0.11776944401374888,0.743104741751299
30,61.64034392955564,8.21998462308812,2022-11-05,01:00:00,snow,-2.6,13.4,0.11054809640276819,0.743104741751299
29,61.64034392955564,8.21998462308812,2022-11-05,00:00:00,snow,-2.2,13.8,0.11009797805578135,0.743104741751299
31,61.64034392955564,8.21998462308812,2022-11-05,02:00:00,snow,-3.0,14.3,0.10645704876027504,0.743104741751299
35,61.64034392955564,8.21998462308812,2022-11-05,06:00:00,lightsnowshowers_day,-4.3,10.2,0.06310608815491661,0.743104741751299
34,61.64034392955564,8.21998462308812,2022-11-05,05:00:00,lightsnow,-4.1,10.7,0.05187831277821946,0.743104741751299
33,61.64034392955564,8.21998462308812,2022-11-05,04:00:00,lightsnow,-4.2,12.6,0.026117190926063873,0.743104741751299
32,61.64034392955564,8.21998462308812,2022-11-05,03:00:00,lightsnow,-3.7,13.9,0.020717734161177337,0.743104741751299
39,61.820208250739384,7.119790236654458,2022-11-05,10:00:00,cloudy,-1.5,8.0,0.7258294409372679,0.7258294409372679
36,61.820208250739384,7.119790236654458,2022-11-05,07:00:00,snow,-1.6,4.7,0.29437653993085233,0.7258294409372679
35,61.820208250739384,7.119790236654458,2022-11-05,06:00:00,snow,-1.2,6.7,0.2656046042129919,0.7258294409372679
37,61.820208250739384,7.119790236654458,2022-11-05,08:00:00,lightsnow,-1.4,5.1,0.20617778725477565,0.7258294409372679
34,61.820208250739384,7.119790236654458,2022-11-05,05:00:00,snow,-0.6,8.7,0.20557973558109932,0.7258294409372679
47,61.820208250739384,7.119790236654458,2022-11-05,18:00:00,lightsnow,-1.4,5.9,0.19565213619122623,0.7258294409372679
38,61.820208250739384,7.119790236654458,2022-11-05,09:00:00,lightsnow,-1.4,6.4,0.18646817681640337,0.7258294409372679
46,61.820208250739384,7.119790236654458,2022-11-05,17:00:00,lightsnow,-1.6,6.6,0.18154127135772513,0.7258294409372679
33,61.820208250739384,7.119790236654458,2022-11-05,04:00:00,snow,-0.0,10.1,0.16325831242212005,0.7258294409372679
43,61.820208250739384,7.119790236654458,2022-11-05,14:00:00,lightsnow,-1.5,7.5,0.1578858449372481,0.7258294409372679
45,61.820208250739384,7.119790236654458,2022-11-05,16:00:00,lightsnow,-1.9,7.5,0.15667756541749966,0.7258294409372679
40,61.820208250739384,7.119790236654458,2022-11-05,11:00:00,lightsnow,-1.6,7.8,0.14810555485505128,0.7258294409372679
42,61.820208250739384,7.119790236654458,2022-11-05,13:00:00,lightsnow,-1.5,8.1,0.13840198047053678,0.7258294409372679
41,61.820208250739384,7.119790236654458,2022-11-05,12:00:00,lightsnow,-2.1,8.2,0.13318460183622202,0.7258294409372679
44,61.820208250739384,7.119790236654458,2022-11-05,15:00:00,lightsnow,-1.9,8.5,0.12334130487926317,0.7258294409372679
32,61.820208250739384,7.119790236654458,2022-11-05,03:00:00,snow,-0.5,13.1,0.1184800790336889,0.7258294409372679
31,61.820208250739384,7.119790236654458,2022-11-05,02:00:00,snow,-0.3,15.3,0.11289606352930918,0.7258294409372679
29,61.820208250739384,7.119790236654458,2022-11-05,00:00:00,lightsnow,-0.1,12.4,0.03954073966706715,0.7258294409372679
30,61.820208250739384,7.119790236654458,2022-11-05,01:00:00,lightsnow,-0.0,16.8,0.02769529934556089,0.7258294409372679
44,62.000072571923134,6.753058774509903,2022-11-05,15:00:00,snowshowers_night,0.3,3.0,0.6853128593633634,0.6853128593633634
45,62.000072571923134,6.753058774509903,2022-11-05,16:00:00,snowshowers_night,0.3,3.0,0.6853128593633634,0.6853128593633634
46,62.000072571923134,6.753058774509903,2022-11-05,17:00:00,snowshowers_night,0.3,3.0,0.6853128593633634,0.6853128593633634
47,62.000072571923134,6.753058774509903,2022-11-05,18:00:00,snowshowers_night,0.3,4.1,0.6809035990986204,0.6853128593633634
30,62.000072571923134,6.753058774509903,2022-11-05,01:00:00,sleet,1.5,1.6,0.3702720743043458,0.6853128593633634
31,62.000072571923134,6.753058774509903,2022-11-05,02:00:00,sleet,0.9,1.8,0.3676156792664752,0.6853128593633634
32,62.000072571923134,6.753058774509903,2022-11-05,03:00:00,sleet,0.6,2.4,0.36555801092564205,0.6853128593633634
37,62.000072571923134,6.753058774509903,2022-11-05,08:00:00,sleet,0.4,4.9,0.3532059417967977,0.6853128593633634
36,62.000072571923134,6.753058774509903,2022-11-05,07:00:00,sleet,0.5,5.4,0.3482083349245101,0.6853128593633634
33,62.000072571923134,6.753058774509903,2022-11-05,04:00:00,sleet,1.1,5.7,0.3465123532815773,0.6853128593633634
35,62.000072571923134,6.753058774509903,2022-11-05,06:00:00,sleet,0.4,5.6,0.34521360927137373,0.6853128593633634
34,62.000072571923134,6.753058774509903,2022-11-05,05:00:00,sleet,0.6,6.5,0.33018276139,0.6853128593633634
29,62.000072571923134,6.753058774509903,2022-11-05,00:00:00,lightsleet,1.7,1.7,0.23211947340507472,0.6853128593633634
41,62.000072571923134,6.753058774509903,2022-11-05,12:00:00,lightsleet,1.0,2.6,0.22784540327522448,0.6853128593633634
40,62.000072571923134,6.753058774509903,2022-11-05,11:00:00,lightsleet,1.1,3.1,0.2270089545376684,0.6853128593633634
42,62.000072571923134,6.753058774509903,2022-11-05,13:00:00,lightsnowshowers_day,0.8,3.4,0.22485420260363473,0.6853128593633634
39,62.000072571923134,6.753058774509903,2022-11-05,10:00:00,lightsleet,0.5,3.1,0.2246673014782581,0.6853128593633634
43,62.000072571923134,6.753058774509903,2022-11-05,14:00:00,lightsnowshowers_day,0.7,3.7,0.22328574494216244,0.6853128593633634
